latitude,longitude,task_created_time,task_completed_time,amount,cod_received_status,task_assigned_to,task_status,flow,task_id,branch_destination,task_status_label,receiver_city,task_detail_status_label,task_detail_status,weight,branch_origin,task_status_id 
-10.1809953,123.6034124,2022-11-03 07:22:50 +0700,2022-11-03 09:21:20 +0800,None,None,needyDotterel6,done,Delivery,a84f763501ed9577bfb0,KOE,Success,,ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,1,KOE,COLF01
-7.2978388,109.7103747,2022-11-03 08:12:27 +0700,2022-11-03 08:20:56 +0700,109733,False,cockyOwl8,done,Delivery,188b80165c2f5137d619,SRG,Failed,"KALIBENING,BANJARNEG",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.5,CGK,COLF02
-7.2978388,109.7103747,2022-11-03 08:12:27 +0700,2022-11-03 08:20:56 +0700,106200,False,cockyOwl8,done,Delivery,37a7773e78f62777a633,SRG,Failed,"WANAYASA,BANJARNEGAR",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.3,CGK,COLF02
1.0381975,103.9989506,2022-11-03 07:41:16 +0700,2022-11-03 08:21:19 +0700,137000,False,cynicalWidgeon8,done,Delivery,91e5d59f3c1802a67cb9,BTH,Failed,"BATU AJI,BATAM",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,2,CGK,COLF02
-1.7015883,119.2983933,2022-11-03 07:40:45 +0700,2022-11-03 08:55:35 +0800,None,None,gloomyCoconut7,done,Delivery,c551a7a43f8529dbb25f,UPG,Success,"SARUDU,KAB.MAMUJU UT",YANG BERSANGKUTAN,D01,1,CGK,COLF01
-1.7117749,119.339378,2022-11-03 07:40:45 +0700,2022-11-03 09:15:08 +0800,None,None,gloomyCoconut7,done,Delivery,b762dc8a09bf0d458c28,UPG,Success,"SARUDU,KAB.MAMUJU UT",YANG BERSANGKUTAN,D01,1,UPG,COLF01
-7.2978388,109.7103747,2022-11-03 08:12:27 +0700,2022-11-03 08:20:56 +0700,20499,False,cockyOwl8,done,Delivery,c6725bb018ef20eda4a3,SRG,Failed,"KALIBENING,BANJARNEG",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.2,CGK,COLF02
-8.4851922,140.398098,2022-11-03 07:14:11 +0700,2022-11-03 10:21:27 +0900,None,None,shyFerret1,done,Delivery,fceb9147dd9965de94ec,MKQ,Success,"MERAUKE,MERAUKE",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,0.4,CGK,COLF01
-0.6537691,127.4799829,2022-11-03 08:02:47 +0700,2022-11-03 10:21:25 +0900,None,None,abjectTacos9,done,Delivery,3bd1ff4ed6710664ccda,TTE,Success,"BACAN SELATAN,LABUHA",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,1,CXP,COLF01
-1.7117749,119.339378,2022-11-03 07:40:45 +0700,2022-11-03 09:06:36 +0800,345900,False,gloomyCoconut7,done,Delivery,ed933ca1ead91ebc4da8,UPG,Success,"PASANGKAYU,MAMUJU UT",YANG BERSANGKUTAN,D01,5,CGK,COLF01
-1.7117749,119.339378,2022-11-03 07:40:45 +0700,2022-11-03 09:15:08 +0800,None,None,gloomyCoconut7,done,Delivery,baa67264ac8e4e8434ad,UPG,Success,"SARUDU,KAB.MAMUJU UT",YANG BERSANGKUTAN,D01,1,BDO,COLF01
-1.7117749,119.339378,2022-11-03 07:40:45 +0700,2022-11-03 09:12:25 +0800,None,None,gloomyCoconut7,done,Delivery,8da197ed5d384cfd5a27,UPG,Success,"SARUDU,KAB.MAMUJU UT",YANG BERSANGKUTAN,D01,1,SOC,COLF01
-7.8143742,110.9534309,2022-11-03 07:26:52 +0700,2022-11-03 08:21:22 +0700,None,None,dejectedKitten0,done,Delivery,91be1bf34c609a41e2d8,SOC,Success,"WONOGIRI,KAB.WONOGIR",YANG BERSANGKUTAN,D01,1,SOC,COLF01
-10.1461456,123.6191132,2022-11-03 07:35:20 +0700,2022-11-03 09:21:24 +0800,None,None,bubblyMagpie4,done,Delivery,36f8a06223bed3f92421,KOE,Success,"KELAPA LIMA,KUPANG",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,1,KOE,COLF01
0.7800886,127.3839288,2022-11-03 08:01:25 +0700,2022-11-03 10:21:26 +0900,None,None,crummyBuzzard0,done,Delivery,753b3a0cc1a4f0542578,TTE,Success,"TERNATE TENGAH,TERNA",YANG BERSANGKUTAN,D01,54.93,CGK,COLF01
-4.7728498,123.1778714,2022-11-03 08:07:43 +0700,2022-11-03 09:21:23 +0800,None,None,shamefulIcecream1,done,Delivery,8188354ea6b30cc354eb,KDI,Success,"KULISUSU,RAHA",KELUARGA/SAUDARA,D09,1,MDC,COLF01
-7.2978388,109.7103747,2022-11-03 08:12:28 +0700,2022-11-03 08:20:56 +0700,116280,False,cockyOwl8,done,Delivery,630aad802989290261f1,SRG,Failed,"KALIBENING,BANJARNEG",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1,SMI,COLF02
-1.7117749,119.339378,2022-11-03 07:40:45 +0700,2022-11-03 09:15:08 +0800,None,None,gloomyCoconut7,done,Delivery,9a60af9b66fc157699aa,UPG,Success,"SARUDU,KAB.MAMUJU UT",YANG BERSANGKUTAN,D01,1,UPG,COLF01
0.7800886,127.3839288,2022-11-03 08:01:25 +0700,2022-11-03 10:21:26 +0900,None,None,crummyBuzzard0,done,Delivery,2bdd060fda3e7549f40a,TTE,Success,"TERNATE TENGAH,TERNA",YANG BERSANGKUTAN,D01,7,SUB,COLF01
-6.5956263,106.8102234,2022-11-03 07:11:22 +0700,2022-11-03 08:21:30 +0700,None,None,puzzledBoa1,done,Delivery,06483716da5b3f926780,BOO,Success,BOGOR,YANG BERSANGKUTAN,D01,1,TGR,COLF01
-7.2978388,109.7103747,2022-11-03 08:12:28 +0700,2022-11-03 08:20:56 +0700,371500,False,cockyOwl8,done,Delivery,35bfe44c9a9059b4dd97,SRG,Failed,"KALIBENING,BANJARNEG",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.6,CGK,COLF02
-8.7051583,115.2575265,2022-11-03 07:23:40 +0700,2022-11-03 09:21:46 +0800,None,None,guiltyMeerkat4,done,Delivery,e5bac80191b10bdae73b,DPS,Failed,JL CEMARA NO 74 SANU,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1,CGK,COLF02
-2.5730012,140.5396011,2022-11-03 08:11:59 +0700,2022-11-03 10:21:49 +0900,315065,False,anxiousLion1,done,Delivery,d7ffeb417bbf31251d88,DJJ,Failed,"EBUNGFAU,JAYAPURA",ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1,JOG,COLF02
-0.8799728,122.156022,2022-11-03 07:18:43 +0700,2022-11-03 09:21:42 +0800,None,None,outlyingMandrill2,done,Delivery,78fa242ffb5360eb1324,PLW,Success,"BUNTA,LUWUK",YANG BERSANGKUTAN,D01,1.2,CGK,COLF01
-0.8799728,122.156022,2022-11-03 07:18:43 +0700,2022-11-03 09:21:42 +0800,None,None,outlyingMandrill2,done,Delivery,03cdb249c50df504f7d9,PLW,Success,"BUNTA,LUWUK",YANG BERSANGKUTAN,D01,0.55,CGK,COLF01
-6.9559804,110.2455215,2022-11-03 07:35:22 +0700,2022-11-03 08:21:48 +0700,None,None,insecureApples7,done,Delivery,efbae81cdab09bce39fd,SRG,Success,"KALIWUNGU,KENDAL",KELUARGA/SAUDARA,D09,1.25,CGK,COLF01
-7.0045624,108.4458721,2022-11-03 07:16:38 +0700,2022-11-03 08:21:46 +0700,None,None,adoringSnipe1,done,Delivery,3141c222fc3733754a5c,CBN,Success,"KADUGEDE,KUNINGAN",YANG BERSANGKUTAN,D01,0.75,CGK,COLF01
-10.1724629,123.6091729,2022-11-03 07:46:13 +0700,2022-11-03 09:21:47 +0800,None,None,exactingCordial2,done,Delivery,05267b521b2dcaed0dd1,KOE,Success,"KOTA LAMA,KUPANG",YANG BERSANGKUTAN,D01,1,JOG,COLF01
-6.9249497,108.4878829,2022-11-03 07:55:40 +0700,2022-11-03 08:22:32 +0700,None,None,somberCardinal7,done,Delivery,af4c4d8ab562634876b2,CBN,Success,"JALAKSANA,KUNINGAN",YANG BERSANGKUTAN,D01,0.3,CGK,COLF01
1.4867653,124.8553616,2022-11-03 08:04:49 +0700,2022-11-03 09:22:33 +0800,None,None,shamefulPaella7,done,Delivery,8cce9829ead60f5298b9,MDC,Success,"PAAL DUA,MANADO",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,0.65,CGK,COLF01
-6.9545071,108.4889835,2022-11-03 07:56:25 +0700,2022-11-03 08:22:16 +0700,None,None,needyCoati1,done,Delivery,8c096307571c572b83f5,CBN,Success,"KUNINGAN, KAB KUNING",YANG BERSANGKUTAN,D01,1,TGR,COLF01
-1.2583995,116.8330607,2022-11-03 07:32:06 +0700,2022-11-03 09:22:18 +0800,None,None,betrayedThrushe6,done,Delivery,1c483882168538a84578,BPN,Success,"BALIKPAPAN TENGAH, B",SECURITY,D04,5,CGK,COLF01
-3.0145334,120.2163649,2022-11-03 08:17:13 +0700,2022-11-03 09:22:17 +0800,None,None,hushedCow1,done,Delivery,ea2854c4b27b81677ef0,UPG,Success,"WARA TIMUR,PALOPO",YANG BERSANGKUTAN,D01,1.4,BTG,COLF01
-7.5507163,112.2147248,2022-11-03 07:05:34 +0700,2022-11-03 08:22:19 +0700,None,None,lovesickToucan8,done,Delivery,c265ddd83b1e3a4d44e4,MJK,Success,"JOMBANG,KAB. JOMBANG",SECURITY,D04,1,MJK,COLF01
-8.2007234,114.9630002,2022-11-03 07:12:57 +0700,2022-11-03 09:22:17 +0800,None,None,wrathfulOwl6,done,Delivery,63453670c06bc70d3878,DPS,Success,"BANJAR,SINGARAJA",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,0.1,JBR,COLF01
-7.2442333,107.8912183,2022-11-03 08:05:58 +0700,2022-11-03 08:22:18 +0700,None,None,brainyMallard0,done,Delivery,df2835169bd7429a37f8,BDO,Success,"CILAWU,GARUT",YANG BERSANGKUTAN,D01,1,BDO,COLF01
-6.1984448,106.7420611,2022-11-03 07:29:24 +0700,2022-11-03 08:22:15 +0700,None,None,kindBoa9,done,Delivery,e81b3553161e6a0ae0fe,CGK,Success,"KEMBANGAN ,JAKARTA B",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,6,CGK,COLF01
2.8453889,117.3656973,2022-11-03 07:59:47 +0700,2022-11-03 09:22:11 +0800,None,None,cruelBobolink4,done,Delivery,569a27c4cac79d8cd353,TRK,Success,"TANJUNG SELOR, KAB B",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,0.48,CGK,COLF01
2.8453889,117.3656973,2022-11-03 07:59:47 +0700,2022-11-03 09:22:11 +0800,None,None,cruelBobolink4,done,Delivery,77141a05af919ba31676,TRK,Success,"TANJUNG SELOR, KAB B",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,0.76,CGK,COLF01
-6.9023529,106.8491234,2022-11-03 07:40:07 +0700,2022-11-03 08:22:21 +0700,None,None,aloofIcecream1,done,Delivery,5c267b6ce7dd4e5de678,SMI,Success,"CICANTAYAN,SUKABUMI",YANG BERSANGKUTAN,D01,3.3,CGK,COLF01
-8.344578,122.9819677,2022-11-03 08:21:31 +0700,2022-11-03 09:22:20 +0800,None,None,solemnGnu3,done,Delivery,27f38187f6c3203bc94f,KOE,Success,"LARANTUKA,KAB.FLORES",KELUARGA/SAUDARA,D09,3.5,CGK,COLF01
-10.1652032,123.6238414,2022-11-03 07:07:09 +0700,2022-11-03 09:22:14 +0800,None,None,pluckyIguana1,done,Delivery,c3e9067b8f058c46c4d6,KOE,Success,"OEBOBO,KUPANG",KELUARGA/SAUDARA,D09,0.6,CGK,COLF01
2.8453889,117.3656973,2022-11-03 07:59:47 +0700,2022-11-03 09:22:11 +0800,None,None,cruelBobolink4,done,Delivery,8946dc0deb3352ced19f,TRK,Success,"TANJUNG SELOR, KAB B",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,1.52,CGK,COLF01
-9.5135617,119.2576834,2022-11-03 07:28:05 +0700,2022-11-03 09:22:12 +0800,None,None,unhappyPonie5,done,Delivery,0cc3ad8af731a68007da,KOE,Success,"WEWEWA BARAT,TAMBOLA",KELUARGA/SAUDARA,D09,1,KOE,COLF01
-8.5871479,116.129021,2022-11-03 07:15:20 +0700,2022-11-03 09:22:20 +0800,None,None,outlyingOtter8,done,Delivery,49c5120fc0e463652afa,AMI,Success,"CAKRANEGARA, MATARAM",KELUARGA/SAUDARA,D09,10,CGK,COLF01
-7.3966932,109.6369551,2022-11-03 07:00:29 +0700,2022-11-03 08:22:29 +0700,None,None,dearHawk2,done,Delivery,298ad3751fa4415d59be,SRG,Success,"BANJARNEGARA,KAB.BAN",SECURITY,D04,1,CGK,COLF01
-10.1521116,123.6035662,2022-11-03 07:36:45 +0700,2022-11-03 09:22:23 +0800,None,None,thrilledLlama4,done,Delivery,e820a0d1c2fdc7cdd264,KOE,Success,"KOTA LAMA,KUPANG",YANG BERSANGKUTAN,D01,1,MES,COLF01
-6.8917806,109.627224,2022-11-03 08:08:52 +0700,2022-11-03 08:22:22 +0700,None,None,brainyCordial2,done,Delivery,f5731d0788ef83012b1b,SRG,Success,"WIRADESA,KAJEN",KELUARGA/SAUDARA,D09,1,DPK,COLF01
-1.9136684,116.1940689,2022-11-03 08:01:12 +0700,2022-11-03 09:22:23 +0800,None,None,bubblyMandrill4,done,Delivery,c549353c5b1b4f7e39e5,BPN,Success,"TANAH GROGOT, KAB PA",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,1,TGR,COLF01
None,None,2022-11-03 08:22:28 +0700,None,None,None,debonairHoopoe6,ongoing,Delivery,061f303f225ae08fdab3,TGL,None,"LEBAKSIU,SLAWI",None,None,65,BKI,None
None,None,2022-11-03 08:22:28 +0700,None,201000,False,debonairHoopoe6,ongoing,Delivery,63ccc13b68af8510663d,TGL,None,"ADIWERNA,SLAWI",None,None,1,CGK,None
None,None,2022-11-03 08:22:28 +0700,None,322390,False,debonairHoopoe6,ongoing,Delivery,9f523cc2ae3046c0e436,TGL,None,"ADIWERNA,SLAWI",None,None,1,TGR,None
None,None,2022-11-03 08:22:28 +0700,None,None,None,debonairHoopoe6,ongoing,Delivery,8365e965240ea8517956,TGL,None,"ADIWERNA,SLAWI",None,None,6,CGK,None
None,None,2022-11-03 08:22:28 +0700,None,None,None,debonairHoopoe6,ongoing,Delivery,66d8e7d1cf8441af90aa,TGL,None,"ADIWERNA,SLAWI",None,None,4,CGK,None
-6.9504071,107.4625233,2022-11-03 08:14:58 +0700,2022-11-03 08:22:27 +0700,None,None,grizzledCoati1,done,Delivery,68a8922fcde21993c6d7,BDO,Success,"SINDANGKERTA,NGAMPRA",YANG BERSANGKUTAN,D01,10,CGK,COLF01
None,None,2022-11-03 08:22:28 +0700,None,161096,False,debonairHoopoe6,ongoing,Delivery,c15b179faeb77a628b92,TGL,None,"ADIWERNA,SLAWI",None,None,1,BDO,None
0.739644,127.5679976,2022-11-03 07:53:55 +0700,2022-11-03 10:22:31 +0900,293750,False,lazyApples1,done,Delivery,f1bbe0278ff974031d9c,TTE,Failed,"OBA SELATAN,TIDORE K",ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1,JOG,COLF02
-10.1777398,123.6203918,2022-11-03 07:13:46 +0700,2022-11-03 09:22:26 +0800,275000,False,somberLollies2,done,Delivery,b40ef0c06218c026bbc8,KOE,Failed,"OEBOBO,KUPANG",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1,CGK,COLF02
0.0191831,110.8918536,2022-11-03 08:12:00 +0700,2022-11-03 08:22:34 +0700,197000,False,empathicHare6,done,Delivery,59fa18fcd81b3973eec1,PNK,Failed,"BELITANG, SEKADAU",ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1,CGK,COLF02
0.4746335,101.4488659,2022-11-03 07:34:33 +0700,2022-11-03 08:22:34 +0700,None,None,cautiousIcecream7,done,Delivery,176b27965b5891c57b5d,PKU,Failed,"MARPOYAN DAMAI, PEKA",NEW ADDRESS,CR6,0.2,CGK,COLF02
-7.81675,110.9286917,2022-11-03 07:07:53 +0700,2022-11-03 08:22:37 +0700,None,None,aboardSardines2,done,Delivery,32b903e50712f944d5f7,SOC,Success,"WONOGIRI,KAB.WONOGIR",YANG BERSANGKUTAN,D01,2,SOC,COLF01
-8.7051583,115.2575265,2022-11-03 07:23:41 +0700,2022-11-03 09:20:53 +0800,None,None,guiltyMeerkat4,done,Delivery,b314760cc228901457ed,DPS,Success,JL DANAU POSO NO 107,YANG BERSANGKUTAN,D01,1,CGK,COLF01
-6.2288968,106.357083,2022-11-03 08:05:57 +0700,2022-11-03 08:20:56 +0700,None,None,ecstaticKitten0,done,Delivery,a76763d72fe7d69dfa13,CLG,Success,"CIKANDE,BAROS",SECURITY,D04,1,TGR,COLF01
-7.2978388,109.7103747,2022-11-03 08:12:27 +0700,2022-11-03 08:20:56 +0700,105000,False,cockyOwl8,done,Delivery,ee75a6062721445930e5,SRG,Failed,"KALIBENING,BANJARNEG",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.4,CGK,COLF02
-6.8596307,107.480274,2022-11-03 07:51:16 +0700,2022-11-03 08:21:07 +0700,None,None,euphoricCow7,done,Delivery,b108009d9e7f23f5b01e,BDO,Success,"CIPEUNDEUY,NGAMPRAH",YANG BERSANGKUTAN,D01,5.4,CGK,COLF01
-7.2978388,109.7103747,2022-11-03 08:12:27 +0700,2022-11-03 08:20:56 +0700,101500,False,cockyOwl8,done,Delivery,778cdd47f6ee2831d1bd,SRG,Failed,"PUNGGELAN,BANJARNEGA",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.5,CGK,COLF02
-8.5021291,117.4293918,2022-11-03 08:00:21 +0700,2022-11-03 09:21:11 +0800,None,None,innocentDunbird8,done,Delivery,7ca84f26b839ecd56363,AMI,Success,"SUMBAWA,SUMBAWABESAR",SECURITY,D04,0.2,CGK,COLF01
-7.6994786,109.0193765,2022-11-03 08:05:43 +0700,2022-11-03 08:21:10 +0700,None,None,thriftyTuna5,done,Delivery,d6e6127957e6b98a8d78,CXP,Success,"CILACAP TENGAH,  CIL",YANG BERSANGKUTAN,D01,0.53,CGK,COLF01
-6.8261844,110.8699823,2022-11-03 07:40:59 +0700,2022-11-03 08:21:09 +0700,None,None,troubledSausage2,done,Delivery,c30162f5d4c148a148f8,SRG,Success,"MEJOBO,KUDUS",YANG BERSANGKUTAN,D01,1,SOC,COLF01
-6.2181179,106.85309,2022-11-03 07:20:07 +0700,2022-11-03 08:21:15 +0700,None,None,gloomyMallard5,done,Delivery,839d82e79ededf5047e5,CGK,Success,"TEBET,JAKARTA SELATA",KELUARGA/SAUDARA,D09,7,CGK,COLF01
-10.1455177,123.6257257,2022-11-03 07:17:43 +0700,2022-11-03 09:20:01 +0800,411025,False,finickyApples4,done,Delivery,7525ccee14fca35ab8f8,KOE,Failed,"KELAPA LIMA,KUPANG",PENERIMA TIDAK DIKENAL,U02,1,,COLF02
-7.2978388,109.7103747,2022-11-03 08:12:27 +0700,2022-11-03 08:20:56 +0700,18500,False,cockyOwl8,done,Delivery,0cd27044fb13deb71c59,SRG,Failed,"KALIBENING,BANJARNEG",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.2,CGK,COLF02
-10.1796368,123.5977811,2022-11-03 07:05:39 +0700,2022-11-03 09:21:13 +0800,None,None,shyCockatoo0,done,Delivery,06b952e953d3c2fa0716,KOE,Success,"KOTA RAJA,KUPANG",YANG BERSANGKUTAN,D01,1,SUB,COLF01
-6.2723255,106.6105264,2022-11-03 08:05:58 +0700,2022-11-03 08:21:14 +0700,None,None,hushedCurlew7,done,Delivery,d4d5e8f1bbc0e82ba644,TGR,Success,"PAGEDANGAN,TIGARAKSA",SUAMI/ISTRI/ANAK,D06,1,,COLF01
-10.1469795,123.6236968,2022-11-03 07:34:02 +0700,2022-11-03 09:20:49 +0800,None,None,finickyApples4,done,Delivery,d9793b6e791064f40e5d,KOE,Failed,,PENERIMA TIDAK DIKENAL,U02,1,KOE,COLF02
-10.1469795,123.6236968,2022-11-03 07:34:02 +0700,2022-11-03 09:20:49 +0800,None,None,finickyApples4,done,Delivery,145df4a7628ff8f4e9ef,KOE,Failed,,PENERIMA TIDAK DIKENAL,U02,1,KOE,COLF02
-3.967585,122.5034092,2022-11-03 07:03:47 +0700,2022-11-03 09:21:13 +0800,None,None,mellowOryx9,done,Delivery,6d2e32de565fdbd05782,KDI,Success,"PUUWATU,KENDARI",KELUARGA/SAUDARA,D09,7,TKG,COLF01
-5.1411831,119.4242806,2022-11-03 07:56:46 +0700,2022-11-03 09:18:43 +0800,None,None,boredVenison6,done,Delivery,762483a9baca3c3fc577,UPG,Success,"MAKASSAR,MAKASSAR",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,0.5,CGK,COLF01
-8.672149,115.2090071,2022-11-03 07:05:41 +0700,2022-11-03 09:21:16 +0800,None,None,peskyLemur8,done,Delivery,2402178cd09db946064b,DPS,Success,"DENPASAR BARAT,DENPA",YANG BERSANGKUTAN,D01,0.15,CGK,COLF01
-5.1433108,119.4248456,2022-11-03 07:56:45 +0700,2022-11-03 09:20:38 +0800,None,None,boredVenison6,done,Delivery,de215abfc4e31bf04dcb,UPG,Success,"MAKASSAR,MAKASSAR",SUAMI/ISTRI/ANAK,D06,0.6,CGK,COLF01
-6.2268963,106.7841997,2022-11-03 08:15:37 +0700,2022-11-03 08:21:18 +0700,None,None,shamefulZebra0,done,Delivery,38bf716132800ed83e1c,CGK,Success,"KEBAYORAN LAMA,JKT S",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,1,JOG,COLF01
-2.841493,120.1217695,2022-11-03 07:54:25 +0700,2022-11-03 09:21:10 +0800,None,None,culturedSnipe4,done,Delivery,9e688a4fc33995f7495f,UPG,Success,"LAMASI,BELOPA",SUAMI/ISTRI/ANAK,D06,1.8,BDO,COLF01
-5.2104633,119.48028,2022-11-03 08:03:07 +0700,2022-11-03 09:21:12 +0800,None,None,needyDunbird1,done,Delivery,b2981cfddb8e2f5432ec,UPG,Success,"SUNGGUMINASA,KAB.GOW",YANG BERSANGKUTAN,D01,1,CGK,COLF01
-10.1455177,123.6257257,2022-11-03 07:17:43 +0700,2022-11-03 09:19:11 +0800,None,None,finickyApples4,done,Delivery,8296c45468d238ff0173,KOE,Success,"KELAPA LIMA,KUPANG",KELUARGA/SAUDARA,D09,0.7,CGK,COLF01
-6.2689334,107.1217177,2022-11-03 07:42:55 +0700,2022-11-03 08:21:16 +0700,None,None,peskyBagels5,done,Delivery,6b6523e130d7b777fca6,CKR,Success,CIKARANG UTARA,YANG BERSANGKUTAN,D01,15,CGK,COLF01
-7.7324087,113.6893647,2022-11-03 07:54:16 +0700,2022-11-03 08:21:17 +0700,None,None,boastfulQuiche6,done,Delivery,4fc4145e3b1cc7ff011c,PBL,Success,"BESUKI,SITUBONDO",YANG BERSANGKUTAN,D01,1,SUB,COLF01
-6.2925657,107.0796712,2022-11-03 07:29:18 +0700,2022-11-03 08:21:20 +0700,None,None,curiousCaribou0,done,Delivery,cca18319f829964b2631,CKR,Success,"CIBITUNG,CIKARANG",OFFICE BOY,D12,1,CGK,COLF01
-6.5919837,106.7928508,2022-11-03 07:25:40 +0700,2022-11-03 08:21:19 +0700,None,None,cockyBasmati4,done,Delivery,ce31d460b4b4f6e1d654,BOO,Success,"BOGOR TENGAH, BOGOR",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,0.3,CGK,COLF01
-6.1091216,106.9247824,2022-11-03 08:08:06 +0700,2022-11-03 08:21:18 +0700,None,None,thrilledDoughnut0,done,Delivery,16b5c5af1e378439de81,CGK,Success,"CILINCING ,JAKARTA U",YANG BERSANGKUTAN,D01,6,CGK,COLF01
-7.3201662,110.4954215,2022-11-03 07:38:25 +0700,2022-11-03 08:21:19 +0700,None,None,empathicOwl0,done,Delivery,0275e88cce9b1e44ec7a,SRG,Success,"SIDOREJO,SALATIGA",YANG BERSANGKUTAN,D01,0.01,CGK,COLF01
-7.2978388,109.7103747,2022-11-03 08:12:27 +0700,2022-11-03 08:20:56 +0700,28604,False,cockyOwl8,done,Delivery,5191f3b81328e861c4c7,SRG,Failed,"KALIBENING,BANJARNEG",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.45,CGK,COLF02
-6.2925657,107.0796712,2022-11-03 07:29:18 +0700,2022-11-03 08:21:20 +0700,None,None,curiousCaribou0,done,Delivery,a4df4876272d7ab2fe8d,CKR,Success,"CIKARANG BARAT,CIKAR",OFFICE BOY,D12,1,TGR,COLF01
-7.7324087,113.6893647,2022-11-03 07:54:16 +0700,2022-11-03 08:21:17 +0700,None,None,boastfulQuiche6,done,Delivery,c37e76873a57b2b08949,PBL,Success,"BESUKI,SITUBONDO",YANG BERSANGKUTAN,D01,2,SUB,COLF01
-5.1666498,119.440378,2022-11-03 08:18:12 +0700,2022-11-03 09:21:17 +0800,None,None,mellowApples0,done,Delivery,b698eb1e83d28b73b05d,UPG,Success,"PANAKKUKANG,MAKASSAR",YANG BERSANGKUTAN,D01,22.43,CGK,COLF01
-10.1809953,123.6034124,2022-11-03 07:22:50 +0700,2022-11-03 09:21:20 +0800,None,None,needyDotterel6,done,Delivery,78c8d02bd3165066cc40,KOE,Success,"KOTA RAJA,KUPANG",ATASAN/STAFF/KARYAWAN/BAWAHAN,D10,1,UPG,COLF01
-7.8170598,110.3905759,2022-11-03 08:07:35 +0700,2022-11-03 08:21:54 +0700,None,None,ecstaticHeron8,done,Delivery,ded812a0314d27b68b3f,JOG,Failed,"SLEMAN,KAB.SLEMAN",RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.1,CGK,COLF02
-6.4912799,106.8026252,2022-11-03 07:23:02 +0700,2022-11-03 08:21:59 +0700,None,None,superiorSnipe9,done,Delivery,376e913793ffef425137,BOO,Success,"BOJONG GEDE,KAB.BOGO",SUAMI/ISTRI/ANAK,D06,1,CGK,COLF01
-7.105405,112.34199,2022-11-03 07:33:35 +0700,2022-11-03 08:21:55 +0700,210000,False,wornoutOil8,done,Delivery,933fb7a19ae86cca2f69,SUB,Failed,"SUKODADI,LAMONGAN",PENERIMA MENOLAK BAYAR (KIRIMAN COD),U08,1,CGK,COLF02
-4.7887159,119.5231733,2022-11-03 07:44:32 +0700,2022-11-03 09:21:58 +0800,None,None,dreadfulHyena9,done,Delivery,41866cfad650d4e0494a,UPG,Success,"LABAKKANG,PANGKAJENE",KELUARGA/SAUDARA,D09,1,UPG,COLF01
-7.9644026,112.6710434,2022-11-03 07:05:35 +0700,2022-11-03 08:21:57 +0700,None,None,lazyOwl2,done,Delivery,c8aa8c04d30c592f7690,MXG,Success,"PAKIS,KABUPATEN MALA",YANG BERSANGKUTAN,D01,1.4,CGK,COLF01
-4.7887159,119.5231733,2022-11-03 07:44:32 +0700,2022-11-03 09:21:58 +0800,None,None,dreadfulHyena9,done,Delivery,962d6bc29148e07ff76f,UPG,Success,"LABAKKANG,PANGKAJENE",KELUARGA/SAUDARA,D09,1,UPG,COLF01
-6.561682,106.7548058,2022-11-03 07:49:06 +0700,2022-11-03 08:21:59 +0700,None,None,zestyBobolink3,done,Delivery,938187fbab8ae6afbd67,BOO,Success,"BOGOR BARAT, BOGOR",KELUARGA/SAUDARA,D09,1.1,CGK,COLF01
-6.2175012,106.8411537,2022-11-03 07:50:18 +0700,2022-11-03 08:21:56 +0700,None,None,lazyTomatoe6,done,Delivery,38cd3b06d0d73685502b,CGK,Success,"SETIABUDI ,JAKARTA S",KELUARGA/SAUDARA,D09,1.2,PDG,COLF01
