,date_start,date_stop,time_start,time_stop,latitude,longitude,amount,cod_received_status,task_status,flow,branch_destination,task_status_label,task_detail_status_label,task_detail_status,weight,branch_origin,task_status_id,task_assigned_to,task_id,receiver_city,delivery_time
1835,2022-11-03,2022-11-03,07:28:27,08:01:12,2.1474763,117.4983158,335000.0,False,done,Delivery,BPN,Success,YANG BERSANGKUTAN,D01,1.0,CGK,COLF01,wrathfulEagle4,3755e8ef47e4666624b3,"TELUK BAYUR , TANJUN",32.75000000000001
1838,2022-11-03,2022-11-03,07:59:36,08:01:16,0.8874049,100.2997803,207000.0,False,done,Delivery,PKU,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,BOO,COLF02,panickySalt9,1740cf8943ba6a4a1393,PASIR PANGARAIAN,1.6666666666666667
1846,2022-11-03,2022-11-03,08:00:21,08:01:23,-8.5037106,117.4175949,126900.0,False,done,Delivery,AMI,Failed,PENERIMA PINDAH ALAMAT,U03,0.5,CGK,COLF02,innocentDunbird8,24b95267822bc42b8676,"SUMBAWA,SUMBAWABESAR",1.0333333333333334
1847,2022-11-03,2022-11-03,07:59:49,08:01:21,-2.9605038,104.7086066,26000.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,1.0,DPK,COLF02,amazedSwift1,6f793caaab305cecef23,"BUKIT KECIL,PALEMBAN",1.5333333333333334
1857,2022-11-03,2022-11-03,07:08:07,08:01:30,-10.1997317,123.5792617,411000.0,False,done,Delivery,KOE,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,BOO,COLF02,truthfulSausage8,db3daf63d6602708cb71,"ALAK,KUPANG",53.38333333333333
1858,2022-11-03,2022-11-03,07:51:19,08:01:29,-3.0907022,119.853495,235000.0,False,done,Delivery,UPG,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,sheepishDotterel1,ec9a6f7f502ffdc3aca1,"MAKALE,KAB.TANA TORA",10.166666666666666
1870,2022-11-03,2022-11-03,07:57:04,08:01:35,-3.2825059,103.8315889,120000.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,1.0,CGK,COLF02,alertEggs8,179caccd8dc3a6f1137e,"TALANG UBI,MUARA ENI",4.516666666666667
1873,2022-11-03,2022-11-03,07:53:27,08:01:39,-1.2513091,116.8712505,386000.0,False,done,Delivery,BPN,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,MGL,COLF02,mercifulWeaver8,3c6f9fd4cfd935c65851,"BALIKPAPAN TENGAH, B",8.200000000000001
1878,2022-11-03,2022-11-03,08:01:14,08:02:00,-0.0870822,109.3665835,577000.0,False,done,Delivery,PNK,Failed,PENERIMA MENOLAK BAYAR (KIRIMAN COD),U08,0.5,CGK,COLF02,spiritedPup5,07aea12d5fa5b8a8736d,"SUNGAI KAKAP,MEMPAWA",0.7666666666666667
1885,2022-11-03,2022-11-03,08:01:12,08:02:18,-1.9136428,116.1940787,175760.0,False,done,Delivery,BPN,Failed,DIAMBIL SENDIRI,CR3,1.0,CGK,COLF02,bubblyMandrill4,9ac5ed4e56c99822c8a4,"TANAH GROGOT, KAB PA",1.1
1886,2022-11-03,2022-11-03,07:57:59,08:02:24,-6.5339137,106.806041,117000.0,False,done,Delivery,BOO,Failed,MISROUTE,U12,1.0,CGK,COLF02,somberPepper4,6a8c57d4216c547ca615,"BOGOR TENGAH, BOGOR",4.416666666666667
1890,2022-11-03,2022-11-03,08:01:51,08:02:18,-8.7383778,115.1740792,190550.0,False,done,Delivery,DPS,Failed,MISROUTE,U12,1.0,TSM,COLF02,cautiousPup8,037a1f17cc1986ace13a,"KUTA SELATAN,BADUNG",0.45
1893,2022-11-03,2022-11-03,07:30:41,08:02:17,-5.9747131,106.008037,31600.0,False,done,Delivery,CLG,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.12,CGK,COLF02,wearyOil3,e090e7bb5b429827e9a8,"MERAK,CILEGON",31.600000000000005
1897,2022-11-03,2022-11-03,07:45:09,08:02:38,-6.2951924,106.6845654,189000.0,False,done,Delivery,TGR,Failed,MISROUTE,U12,1.0,BOO,COLF02,offendedBaboon5,98ee5cfdb13cba5e29c5,"PAGEDANGAN,TIGARAKSA",17.483333333333334
1898,2022-11-03,2022-11-03,07:56:09,08:02:36,-6.5751362,107.7730639,157500.0,False,done,Delivery,PWT,Failed,PENERIMA MENOLAK BAYAR (KIRIMAN COD),U08,1.0,CGK,COLF02,boastfulPoultry4,93ad6c3e299a67974611,"SUBANG,KAB.SUBANG",6.45
1899,2022-11-03,2022-11-03,07:33:14,08:07:00,-8.4985052,119.8860563,515500.0,False,done,Delivery,KOE,Failed,PENERIMA PINDAH ALAMAT,U03,1.0,CGK,COLF02,morbidLemur7,2b8e6c7107d49fc8602e,"KOMODO,LABUAN BAJO",33.76666666666667
1908,2022-11-03,2022-11-03,07:56:09,08:07:07,-6.5751359,107.7730797,207000.0,False,done,Delivery,PWT,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,CBN,COLF02,boastfulPoultry4,be637da03c04226efcd9,"SUBANG,KAB.SUBANG",10.966666666666667
1912,2022-11-03,2022-11-03,07:53:53,08:07:11,-7.5553683,108.886528,85680.0,False,done,Delivery,CXP,Failed,MISROUTE,U12,1.0,BDO,COLF02,pleasedBasmati8,2de74a1962cc8d254732,"BANTASARI,CILACAP",13.3
1926,2022-11-03,2022-11-03,08:01:51,08:03:00,-8.7383778,115.1740792,224640.0,False,done,Delivery,DPS,Failed,MISROUTE,U12,1.0,CGK,COLF02,cautiousPup8,604a9bfbd6346aa87cc9,"NUSA DUA,KUTA",1.15
1927,2022-11-03,2022-11-03,08:01:58,08:02:48,-6.5339579,106.8060678,109000.0,False,done,Delivery,BOO,Failed,MISROUTE,U12,2.0,CGK,COLF02,outlyingPear7,6a9bdc534f31b87a37bd,"BOGOR UTARA, BOGOR",0.8333333333333334
1942,2022-11-03,2022-11-03,07:53:54,08:07:28,0.7396666,127.5680098,283000.0,False,done,Delivery,TTE,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,JOG,COLF02,lazyApples1,89ac81fb50e0bbd7f784,"OBA,TIDORE",13.566666666666666
1948,2022-11-03,2022-11-03,08:00:32,08:07:27,-2.1295636,106.1080228,52115.0,False,done,Delivery,PGK,Failed,MISROUTE,U12,0.5,CGK,COLF02,ferventBobolink5,90568f9feb56e69b4329,"GABEK,PANGKAL PINANG",6.916666666666667
1956,2022-11-03,2022-11-03,07:19:06,08:04:37,-2.1297953,106.1086614,49500.0,False,done,Delivery,PGK,Failed,MISROUTE,U12,0.001,CGK,COLF02,cautiousUnicorn6,bedac081331ad52b3465,"PANGKAL BALAM,PANGKA",45.516666666666666
1962,2022-11-03,2022-11-03,07:19:06,08:04:37,-2.1297953,106.1086614,60379.0,False,done,Delivery,PGK,Failed,MISROUTE,U12,0.25,CGK,COLF02,cautiousUnicorn6,6e1171c0ba848817e26a,"PANGKAL BALAM,PANGKA",45.516666666666666
1964,2022-11-03,2022-11-03,07:46:31,08:04:53,-8.5399243,118.4539686,259119.0,False,done,Delivery,AMI,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.4,CGK,COLF02,pleasedDingo8,2aec47ad9d02ddbc22ac,"DOMPU,KAB.DOMPU",18.366666666666667
1978,2022-11-03,2022-11-03,08:03:01,08:05:17,-0.9383991,119.900948,209090.0,False,done,Delivery,PLW,Failed,DIAMBIL SENDIRI,CR3,1.0,CGK,COLF02,needyEland8,048cfd2c3ca04b245f67,"PALU SELATAN,PALU",2.2666666666666666
1981,2022-11-03,2022-11-03,07:44:03,08:06:31,-6.2682617,107.1204595,45900.0,False,done,Delivery,CKR,Failed,MISROUTE,U12,1.2,CGK,COLF02,truthfulZebra1,53fc84196d022bc13a9e,"TAMBUN SELATAN,CIKAR",22.466666666666665
1988,2022-11-03,2022-11-03,07:53:54,08:06:34,0.7396582,127.5680199,283500.0,False,done,Delivery,TTE,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,lazyApples1,28400661d09289c29c28,"OBA,TIDORE",12.666666666666666
1989,2022-11-03,2022-11-03,08:04:49,08:06:30,-9.6477504,120.2578517,307000.0,False,done,Delivery,KOE,Failed,DIAMBIL SENDIRI,CR3,1.0,CGK,COLF02,soreWeaver7,3ecbc053bc7a866d1693,"WAINGAPU,KAB.SUMBA T",1.6833333333333333
2016,2022-11-03,2022-11-03,07:30:41,08:08:47,-5.9743434,106.0077737,15000.0,False,done,Delivery,CLG,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.003,CGK,COLF02,wearyOil3,40e7c620faf42876de65,"MERAK,CILEGON",38.1
2038,2022-11-03,2022-11-03,08:09:23,08:10:47,-4.0577317,121.6054482,424875.0,False,done,Delivery,KDI,Failed,DIAMBIL SENDIRI,CR3,1.0,CGK,COLF02,needySalami7,fc3ef4935a493475810c,"KOLAKA,KAB.KOLAKA",1.4
2039,2022-11-03,2022-11-03,08:04:44,08:10:49,-2.8894036,104.395884,71900.0,False,done,Delivery,PLM,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.5,CGK,COLF02,worriedMandrill5,9c646daecb086228c9c7,"PULAURIMAU,PANGKALAN",6.083333333333333
2040,2022-11-03,2022-11-03,08:04:44,08:10:49,-2.8894036,104.395884,38500.0,False,done,Delivery,PLM,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.02,CGK,COLF02,worriedMandrill5,e8b0e2d9af44b08b67db,"PULAURIMAU,PANGKALAN",6.083333333333333
2041,2022-11-03,2022-11-03,08:04:44,08:10:49,-2.8894036,104.395884,344840.0,False,done,Delivery,PLM,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,2.0,CGK,COLF02,worriedMandrill5,fac1ee228f067f99e2b3,"PULAURIMAU,PANGKALAN",6.083333333333333
2042,2022-11-03,2022-11-03,08:01:26,08:10:49,-1.6457805,105.7783319,142000.0,False,done,Delivery,PGK,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,TGL,COLF02,peskyThrushe9,eda8b705c43c6f8499bb,"BELINYU,BANGKA",9.383333333333333
2043,2022-11-03,2022-11-03,07:14:05,08:10:46,-3.3301201,114.6165062,212000.0,False,done,Delivery,BDJ,Failed,DIAMBIL SENDIRI,CR3,1.0,CGK,COLF02,ferventSmelt6,9ae741d63e397a69632f,BANJARMASIN TENGAH,56.68333333333333
2048,2022-11-03,2022-11-03,07:53:54,08:10:46,0.7396611,127.5680306,280000.0,False,done,Delivery,TTE,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.8,JOG,COLF02,lazyApples1,85bab7fd6819db8c113c,"OBA TENGAH,TIDORE KE",16.866666666666667
2052,2022-11-03,2022-11-03,07:56:30,08:10:55,-3.5277514,122.1284421,190000.0,False,done,Delivery,KDI,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,JOG,COLF02,dejectedLizard3,1b5cb023a13bea3ac2f4,"MOTUI,KONAWE UTR",14.416666666666666
2057,2022-11-03,2022-11-03,07:56:09,08:12:24,-6.5751278,107.7730769,132880.0,False,done,Delivery,PWT,Failed,PENERIMA MENOLAK BAYAR (KIRIMAN COD),U08,1.0,BOO,COLF02,boastfulPoultry4,89457f8292266981d0e7,"CIPUNAGARA,SUBANG",16.250000000000004
2067,2022-11-03,2022-11-03,07:53:54,08:12:20,0.7341191,127.5802874,284000.0,False,done,Delivery,TTE,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,lazyApples1,e65b92cb1714411a937e,"OBA SELATAN,TIDORE K",18.433333333333334
2074,2022-11-03,2022-11-03,08:04:50,08:12:29,-9.6477504,120.2578514,229000.0,False,done,Delivery,KOE,Failed,DIAMBIL SENDIRI,CR3,1.0,CGK,COLF02,soreWeaver7,989a6cb802ceb19d6e0b,"LEWA,WAINGAPU",7.650000000000001
2078,2022-11-03,2022-11-03,07:27:30,08:12:35,-10.1920175,123.6072598,272480.0,False,done,Delivery,KOE,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,CGK,COLF02,needyCaribou7,bda420871a56fcba9035,"MAULAFA,KUPANG",45.083333333333336
2079,2022-11-03,2022-11-03,08:11:58,08:12:33,-8.6402043,115.1973396,127000.0,False,done,Delivery,DPS,Failed,MISROUTE,U12,1.0,CGK,COLF02,cheerfulBoa7,bce57ad7fe19f8e06bf6,"DENPASAR UTARA,DENPA",0.5833333333333334
2085,2022-11-03,2022-11-03,07:57:01,08:11:57,-8.4985042,119.8860635,99807.0,False,done,Delivery,KOE,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.06,CGK,COLF02,aboardRelish5,a9b7a6346c096636785b,"KOMODO,LABUAN BAJO",14.933333333333334
2086,2022-11-03,2022-11-03,07:57:01,08:11:57,-8.4985042,119.8860635,172500.0,False,done,Delivery,KOE,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.3,CGK,COLF02,aboardRelish5,fb0b6ab916b9651a0ac7,"KOMODO,LABUAN BAJO",14.933333333333334
2092,2022-11-03,2022-11-03,08:10:49,08:12:04,-8.2121686,112.9421876,175998.0,False,done,Delivery,KOE,Failed,MISROUTE,U12,0.6,CGK,COLF02,brainyCheese4,15e9d11993362fe9943c,"LOBALAIN,BAA",1.25
2097,2022-11-03,2022-11-03,08:07:52,08:12:09,0.6774158,101.584698,173000.0,False,done,Delivery,PKU,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,dreadfulHawk1,f170081bb9e9c7b1b755,"TUALANG,SIAKSRIINDAP",4.283333333333333
2101,2022-11-03,2022-11-03,07:08:50,08:12:12,-7.226915,107.822395,315000.0,False,done,Delivery,BDO,Failed,PENERIMA MENOLAK BAYAR (KIRIMAN COD),U08,0.25,TGL,COLF02,panickyJerky2,5db878f19c8d41a2ee07,"PASIRWANGI,GARUT",63.366666666666674
2110,2022-11-03,2022-11-03,07:55:09,08:10:24,-3.3292642,114.6166152,228000.0,False,done,Delivery,BDJ,Failed,DIAMBIL SENDIRI,CR3,1.0,CGK,COLF02,drearyChough5,99fd2ab7870af65d28b1,"BANJARMASIN TIMUR, B",15.250000000000002
2111,2022-11-03,2022-11-03,07:43:48,08:10:23,-2.9610899,104.7086512,200000.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,1.0,BOO,COLF02,anxiousCheese0,e5857dba5745d0742679,"GANDUS,PALEMBANG",26.583333333333332
2115,2022-11-03,2022-11-03,07:56:09,08:10:30,-6.5751309,107.7730686,200624.0,False,done,Delivery,PWT,Failed,DITOLAK OLEH PENERIMA,U06,1.0,CBN,COLF02,boastfulPoultry4,ca9439455a0eb22a023f,"PAGADEN,SUBANG",14.35
2121,2022-11-03,2022-11-03,07:41:49,08:12:15,-7.4856937,108.7935147,101500.0,False,done,Delivery,CXP,Failed,MISROUTE,U12,0.1,CGK,COLF02,thriftySausage5,eed64e3efa5d0af5ee8d,"CILACAP SELATAN, CIL",30.433333333333337
2129,2022-11-03,2022-11-03,08:12:10,08:20:30,-6.8869651,108.7692707,12850.0,False,done,Delivery,CBN,Failed,MISROUTE,U12,0.2,CGK,COLF02,similarTortoise5,5deb473eda9d949915d4,"PABEDILAN, SUMBER",8.333333333333334
2148,2022-11-03,2022-11-03,08:17:17,08:20:34,-2.9638313,119.9033338,362000.0,False,done,Delivery,UPG,Success,YANG BERSANGKUTAN,D01,1.0,CGK,COLF01,wrathfulWhiting8,8c4623279b396c1a6247,"TALLUNGLIPU, RANTEPA",3.283333333333333
2176,2022-11-03,2022-11-03,08:10:34,08:21:23,-3.3983991,119.2125697,160000.0,False,done,Delivery,UPG,Failed,PENERIMA TIDAK DIKENAL,U02,1.0,CGK,COLF02,solidStork8,4f452a8feb58954eddde,"MAPILLI,KAB.POLEWALI",10.816666666666666
2177,2022-11-03,2022-11-03,08:12:28,08:20:56,-7.2978388,109.7103747,28500.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.01,CGK,COLF02,cockyOwl8,d10370f19e8d85e91932,"KALIBENING,BANJARNEG",8.466666666666667
2181,2022-11-03,2022-11-03,07:48:37,08:21:31,-10.4911922,121.8507961,225570.0,False,done,Delivery,KOE,Failed,MENUNGGU PEMBAYARAN COD,U25,1.0,CGK,COLF02,needfulOwl9,2bffc7d99c276c3238df,"SABU BARAT,OELAMASI",32.900000000000006
2205,2022-11-03,2022-11-03,08:21:12,08:22:40,-1.5351805,102.7156391,46800.0,False,done,Delivery,DJB,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.05,CGK,COLF02,emptyRhino4,a4191b6f04b3dd0f9a0d,"TEBO ILIR,MUARA TEBO",1.4666666666666666
2207,2022-11-03,2022-11-03,08:11:59,08:22:42,-2.5730012,140.5396011,317240.0,False,done,Delivery,DJJ,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,anxiousLion1,39c3417856dca0139631,"SENTANI,JAYAPURA",10.716666666666667
2213,2022-11-03,2022-11-03,08:12:52,08:22:44,-7.534987,110.172215,68400.0,False,done,Delivery,MGL,Failed,MISROUTE,U12,0.5,CGK,COLF02,mereCurlew9,28e29124b37943c9b66f,"TEMPURAN,MAGELANG",9.866666666666667
2232,2022-11-03,2022-11-03,07:20:59,08:22:55,1.4698362,124.8862213,66200.0,False,done,Delivery,MDC,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.001,CGK,COLF02,amazedHare6,0bb45ec1aa6498f7e0f0,"PAAL DUA,MANADO",61.933333333333344
2234,2022-11-03,2022-11-03,08:15:00,08:22:58,-0.9384334,119.9009282,215250.0,False,done,Delivery,PLW,Failed,MISROUTE,U12,1.0,JOG,COLF02,fondLapwing0,e7f4af5280bda01d9f11,"PALU BARAT,PALU",7.966666666666668
2237,2022-11-03,2022-11-03,08:12:41,08:22:55,-2.7166038,111.1673918,125460.0,False,done,Delivery,PKY,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,BDO,COLF02,enragedMacaw7,6b7ab29eebd5583f7d3e,"SUKAMARA,KAB.SUKAMAR",10.233333333333333
2247,2022-11-03,2022-11-03,08:12:26,08:20:56,-7.2978388,109.7103747,101000.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.8,CGK,COLF02,cockyOwl8,6f433dc22418ea33c418,"KALIBENING,BANJARNEG",8.500000000000002
2248,2022-11-03,2022-11-03,08:10:26,08:21:05,-2.9955214,120.1962626,192000.0,False,done,Delivery,UPG,Failed,MENUNGGU PEMBAYARAN COD,U25,1.0,CGK,COLF02,anxiousGranola6,4a425a38f234e6e21560,"WARA,PALOPO",10.65
2249,2022-11-03,2022-11-03,08:12:26,08:20:56,-7.2978388,109.7103747,33200.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.084,CGK,COLF02,cockyOwl8,4ec8fd0d79873fda8f39,"KALIBENING,BANJARNEG",8.500000000000002
2251,2022-11-03,2022-11-03,08:12:26,08:20:56,-7.2978388,109.7103747,121500.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,CGK,COLF02,cockyOwl8,99c3c1643480e113df5f,"KALIBENING,BANJARNEG",8.500000000000002
2255,2022-11-03,2022-11-03,08:12:26,08:20:56,-7.2978388,109.7103747,16292.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.05,CGK,COLF02,cockyOwl8,a2474c051880be650c1b,"WANAYASA,BANJARNEGAR",8.500000000000002
2258,2022-11-03,2022-11-03,08:12:26,08:20:56,-7.2978388,109.7103747,60947.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.7,CGK,COLF02,cockyOwl8,8f86c33dc223fc959c57,"BATUR,BANJARNEGARA",8.500000000000002
2260,2022-11-03,2022-11-03,08:12:26,08:20:56,-7.2978388,109.7103747,124500.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,CGK,COLF02,cockyOwl8,6d265882f4d4fd76ac59,"MADUKARA,BANJARNEGAR",8.500000000000002
2261,2022-11-03,2022-11-03,08:12:40,08:20:51,-2.7166038,111.1673918,247200.0,False,done,Delivery,PKY,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,JOG,COLF02,enragedMacaw7,f06ddde40cbdee170598,"SUKAMARA,KAB.SUKAMAR",8.183333333333334
2263,2022-11-03,2022-11-03,08:12:26,08:20:56,-7.2978388,109.7103747,30549.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.16,CGK,COLF02,cockyOwl8,84bc779ad13e38e4b4ee,"KALIBENING,BANJARNEG",8.500000000000002
2264,2022-11-03,2022-11-03,08:12:26,08:20:56,-7.2978388,109.7103747,72578.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.31,CGK,COLF02,cockyOwl8,3cdbda52b6ebcb54bf02,"KALIBENING,BANJARNEG",8.500000000000002
2268,2022-11-03,2022-11-03,08:12:27,08:20:56,-7.2978388,109.7103747,109733.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.5,CGK,COLF02,cockyOwl8,188b80165c2f5137d619,"KALIBENING,BANJARNEG",8.483333333333334
2269,2022-11-03,2022-11-03,08:12:27,08:20:56,-7.2978388,109.7103747,106200.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.3,CGK,COLF02,cockyOwl8,37a7773e78f62777a633,"WANAYASA,BANJARNEGAR",8.483333333333334
2270,2022-11-03,2022-11-03,07:41:16,08:21:19,1.0381975,103.9989506,137000.0,False,done,Delivery,BTH,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,2.0,CGK,COLF02,cynicalWidgeon8,91e5d59f3c1802a67cb9,"BATU AJI,BATAM",40.05
2273,2022-11-03,2022-11-03,08:12:27,08:20:56,-7.2978388,109.7103747,20499.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.2,CGK,COLF02,cockyOwl8,c6725bb018ef20eda4a3,"KALIBENING,BANJARNEG",8.483333333333334
2276,2022-11-03,2022-11-03,07:40:45,08:06:36,-1.7117749,119.339378,345900.0,False,done,Delivery,UPG,Success,YANG BERSANGKUTAN,D01,5.0,CGK,COLF01,gloomyCoconut7,ed933ca1ead91ebc4da8,"PASANGKAYU,MAMUJU UT",25.85
2283,2022-11-03,2022-11-03,08:12:28,08:20:56,-7.2978388,109.7103747,116280.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,SMI,COLF02,cockyOwl8,630aad802989290261f1,"KALIBENING,BANJARNEG",8.466666666666667
2287,2022-11-03,2022-11-03,08:12:28,08:20:56,-7.2978388,109.7103747,371500.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.6,CGK,COLF02,cockyOwl8,35bfe44c9a9059b4dd97,"KALIBENING,BANJARNEG",8.466666666666667
2289,2022-11-03,2022-11-03,08:11:59,08:21:49,-2.5730012,140.5396011,315065.0,False,done,Delivery,DJJ,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,JOG,COLF02,anxiousLion1,d7ffeb417bbf31251d88,"EBUNGFAU,JAYAPURA",9.833333333333334
2323,2022-11-03,2022-11-03,07:53:55,08:22:31,0.739644,127.5679976,293750.0,False,done,Delivery,TTE,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,JOG,COLF02,lazyApples1,f1bbe0278ff974031d9c,"OBA SELATAN,TIDORE K",28.6
2324,2022-11-03,2022-11-03,07:13:46,08:22:26,-10.1777398,123.6203918,275000.0,False,done,Delivery,KOE,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,CGK,COLF02,somberLollies2,b40ef0c06218c026bbc8,"OEBOBO,KUPANG",68.66666666666667
2325,2022-11-03,2022-11-03,08:12:00,08:22:34,0.0191831,110.8918536,197000.0,False,done,Delivery,PNK,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,empathicHare6,59fa18fcd81b3973eec1,"BELITANG, SEKADAU",10.566666666666666
2330,2022-11-03,2022-11-03,08:12:27,08:20:56,-7.2978388,109.7103747,105000.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.4,CGK,COLF02,cockyOwl8,ee75a6062721445930e5,"KALIBENING,BANJARNEG",8.483333333333334
2332,2022-11-03,2022-11-03,08:12:27,08:20:56,-7.2978388,109.7103747,101500.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.5,CGK,COLF02,cockyOwl8,778cdd47f6ee2831d1bd,"PUNGGELAN,BANJARNEGA",8.483333333333334
2338,2022-11-03,2022-11-03,08:12:27,08:20:56,-7.2978388,109.7103747,18500.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.2,CGK,COLF02,cockyOwl8,0cd27044fb13deb71c59,"KALIBENING,BANJARNEG",8.483333333333334
2357,2022-11-03,2022-11-03,08:12:27,08:20:56,-7.2978388,109.7103747,28604.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.45,CGK,COLF02,cockyOwl8,5191f3b81328e861c4c7,"KALIBENING,BANJARNEG",8.483333333333334
2364,2022-11-03,2022-11-03,07:33:35,08:21:55,-7.105405,112.34199,210000.0,False,done,Delivery,SUB,Failed,PENERIMA MENOLAK BAYAR (KIRIMAN COD),U08,1.0,CGK,COLF02,wornoutOil8,933fb7a19ae86cca2f69,"SUKODADI,LAMONGAN",48.333333333333336
2381,2022-11-03,2022-11-03,08:12:41,08:21:56,-2.7166038,111.1673918,229000.0,False,done,Delivery,PKY,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,enragedMacaw7,b73d7bbd40f28d84f085,PANTAI LUNCI KAB.SUK,9.25
2390,2022-11-03,2022-11-03,07:35:00,08:22:01,-10.1540869,123.6600612,405000.0,False,done,Delivery,KOE,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,CGK,COLF02,pluckyBagels1,9cc81734a160147306d1,"MAULAFA,KUPANG",47.016666666666666
2402,2022-11-03,2022-11-03,08:16:26,08:22:02,-2.8890894,104.3959632,195170.0,False,done,Delivery,PLM,Failed,DITOLAK OLEH PENERIMA,U06,1.0,CGK,COLF02,gloomyThrush3,62a6550c4422fe7646cc,"BANYUASIN III,PANGKA",5.6
2408,2022-11-03,2022-11-03,07:17:43,08:22:07,-10.1469795,123.6236968,214240.0,False,done,Delivery,KOE,Failed,PENERIMA TIDAK DIKENAL,U02,1.0,BDO,COLF02,finickyApples4,5a594abbfc7186b1386e,"KELAPA LIMA,KUPANG",64.4
