time_start,time_stop
10:29:12,12:13:37
10:29:12,20:23:42
10:29:12,13:02:04
10:42:12,15:57:38
10:42:11,13:46:48
10:42:11,12:54:48
10:42:11,12:23:37
09:56:16,18:29:57
09:56:16,18:03:17
09:56:16,18:31:24
20:47:03,22:19:51
09:56:16,18:30:37
09:56:16,12:28:43
11:10:59,16:40:45
11:10:59,17:03:40
11:11:00,17:43:31
11:10:59,14:15:32
11:11:00,13:18:58
11:10:59,17:25:41
11:10:59,17:36:15
11:10:59,14:07:45
11:10:59,16:44:37
09:32:44,22:48:44
09:32:44,22:43:39
13:35:54,15:26:09
13:35:54,15:36:08
07:47:42,08:06:28
07:51:21,08:06:31
07:42:09,08:06:30
07:13:17,08:06:31
08:04:14,08:06:35
08:04:47,08:06:32
08:05:19,08:06:38
07:13:32,08:06:37
07:07:25,08:06:35
07:18:37,08:06:35
08:05:02,08:06:37
07:32:47,08:06:36
07:33:47,08:06:42
07:56:39,08:06:38
07:34:46,08:06:43
07:56:39,08:06:38
07:29:35,08:06:45
07:39:28,07:58:32
08:06:09,08:06:52
07:25:00,08:06:55
07:56:57,08:06:55
07:14:02,08:06:48
07:39:28,07:58:32
07:39:28,07:58:32
07:20:33,08:06:46
07:39:28,07:58:32
08:04:14,08:06:50
08:06:27,08:06:49
07:39:28,07:58:32
07:18:18,08:06:51
07:30:07,08:08:19
07:30:08,08:08:19
07:40:58,08:08:18
07:30:06,08:08:19
07:43:33,08:08:22
07:03:58,08:08:25
07:15:13,08:08:25
08:10:56,08:12:06
07:41:46,08:12:04
07:20:36,08:12:08
07:29:16,08:12:09
07:16:59,08:12:11
07:41:46,08:12:04
07:26:13,08:12:11
08:11:07,08:12:08
07:36:45,08:11:59
07:53:27,08:12:01
07:15:05,08:12:02
07:29:00,08:12:02
07:09:04,08:12:08
07:54:03,08:12:04
07:29:36,08:12:17
07:06:01,08:12:17
08:04:16,08:12:15
07:36:45,08:12:18
07:01:11,08:12:16
07:23:09,08:12:21
07:24:11,08:12:21
07:01:11,08:12:16
08:07:14,08:12:21
08:06:25,08:12:21
08:06:34,08:12:24
08:11:17,08:12:25
07:26:57,07:56:44
07:41:09,08:12:25
08:02:40,08:12:33
07:14:47,08:12:33
07:03:23,08:12:36
07:46:40,08:12:35
08:02:40,08:12:33
07:15:37,08:12:34
08:11:26,08:12:35
07:30:15,08:12:37
07:35:09,08:12:39
07:26:57,08:09:04
08:07:05,08:12:40
07:12:55,08:12:42
07:24:45,08:12:37
07:43:34,08:12:42
07:40:39,08:12:43
07:23:01,08:12:14
07:49:44,08:12:46
08:08:08,08:09:01
07:18:18,08:08:58
07:17:01,08:08:56
07:45:32,08:09:01
07:14:02,08:09:00
07:06:01,08:08:56
07:30:07,08:08:51
07:53:27,08:08:52
07:18:18,08:08:58
08:04:10,08:09:06
07:30:06,08:09:12
07:56:39,08:09:40
08:02:50,08:09:41
07:33:46,08:09:43
08:08:14,08:09:42
07:19:41,08:09:45
07:55:54,08:09:41
07:23:03,08:09:45
08:02:51,08:09:41
08:02:51,08:09:41
07:51:32,08:09:51
07:39:30,08:09:50
07:16:40,08:09:50
07:16:40,08:09:50
07:16:40,08:09:50
07:51:39,08:09:47
07:00:46,08:09:52
07:44:08,08:09:51
07:16:40,08:09:50
07:40:26,08:10:37
07:19:10,08:10:37
08:09:17,08:10:33
07:40:16,08:10:40
08:10:25,08:10:43
07:09:36,08:10:40
07:47:35,08:07:13
08:10:22,08:10:54
08:10:22,08:10:54
08:10:22,08:10:54
07:23:03,08:11:00
07:51:42,08:09:05
07:51:42,08:09:05
07:51:42,08:09:05
07:09:02,08:09:13
08:05:06,08:09:09
07:51:39,08:09:16
08:08:30,08:09:04
07:48:24,08:09:02
07:55:54,08:08:59
07:48:24,08:09:02
07:24:57,08:09:00
07:30:17,08:08:58
07:44:51,08:09:01
08:08:24,08:09:27
07:05:33,08:09:25
08:08:24,08:10:02
07:38:15,08:09:59
08:05:52,08:09:58
07:20:08,08:10:00
08:04:43,08:10:06
07:40:31,08:10:04
07:04:33,08:10:04
07:26:13,08:10:03
07:30:07,08:08:51
08:02:01,08:09:07
07:57:57,08:09:24
07:46:38,08:09:25
08:09:17,08:09:37
08:09:00,08:09:33
08:04:43,08:09:35
07:51:39,08:09:33
08:04:43,08:09:35
07:01:39,08:09:37
07:02:48,08:09:37
07:20:16,08:09:35
08:04:43,08:09:35
07:21:29,08:09:35
07:20:18,08:09:35
07:03:29,08:09:37
08:07:28,08:10:18
07:34:49,08:10:28
07:35:02,08:10:30
07:30:09,08:11:53
07:30:02,08:11:50
07:30:09,08:11:53
07:17:01,08:11:57
07:25:29,08:09:16
07:11:56,08:09:17
07:26:13,08:09:17
07:27:18,08:09:19
08:07:34,08:09:17
07:53:49,08:09:38
07:45:00,08:03:10
07:04:06,08:09:55
07:36:51,08:09:55
07:36:51,08:09:55
08:06:34,08:09:55
08:09:50,08:10:16
07:52:37,08:08:15
08:10:03,08:10:20
07:22:32,08:10:21
08:08:52,08:10:29
07:30:35,08:10:33
07:45:55,08:10:30
07:51:39,08:10:34
07:34:49,08:10:28
07:00:54,08:10:31
07:34:49,08:10:28
07:06:01,08:10:51
07:51:39,08:10:49
07:01:15,08:10:49
07:15:05,08:10:43
08:03:24,08:10:49
07:14:46,08:10:52
08:10:22,08:10:54
08:10:22,08:10:54
08:10:22,08:10:54
07:39:30,08:10:56
08:10:22,08:10:54
08:10:22,08:10:54
07:14:47,08:10:11
07:20:33,08:10:05
07:23:09,08:10:09
07:53:49,08:10:04
08:08:14,08:10:08
07:26:59,08:10:09
07:19:52,08:10:08
07:16:33,08:10:09
07:13:00,08:10:15
07:45:00,08:10:10
08:00:27,08:10:15
07:59:22,08:10:11
07:50:14,08:10:15
07:16:33,08:10:09
07:00:46,08:10:25
07:15:33,08:10:24
07:57:43,08:10:24
07:53:27,08:10:26
07:46:17,08:10:22
07:46:17,08:10:22
07:57:43,08:10:24
08:09:52,08:10:29
08:09:47,08:10:29
07:34:48,08:10:28
07:49:05,08:10:26
08:09:44,08:10:33
07:14:27,08:10:42
07:51:32,08:10:47
07:19:48,08:10:45
07:05:08,08:10:44
07:56:39,08:10:43
07:24:57,08:10:44
07:44:51,08:10:46
08:09:07,08:10:46
07:24:57,08:10:44
08:00:58,08:10:46
07:23:16,08:11:02
08:06:34,08:11:01
07:32:07,08:11:02
07:30:15,08:11:01
07:23:18,08:11:02
07:23:18,08:11:02
07:17:39,08:11:01
07:12:09,08:11:02
07:24:58,08:12:52
07:53:26,08:12:53
07:58:39,08:12:53
07:45:00,08:12:46
07:58:40,08:12:55
07:16:54,08:12:29
07:06:31,08:13:02
07:46:01,08:13:01
08:05:43,08:13:05
07:07:56,08:13:05
07:20:32,08:12:49
08:10:14,08:12:47
07:46:17,08:12:51
07:14:45,08:12:46
07:25:00,08:12:52
07:47:03,08:12:51
08:06:41,08:12:50
07:16:33,08:12:56
07:57:34,08:12:54
07:22:32,08:12:58
07:30:07,08:12:56
07:57:34,08:12:54
07:15:33,08:13:05
07:25:20,08:13:04
07:15:33,08:13:05
07:03:11,08:13:06
07:33:47,08:13:07
07:53:27,08:13:05
07:11:56,08:13:10
07:51:32,08:13:11
08:01:42,08:13:10
08:01:42,08:13:10
07:02:41,08:13:11
08:10:55,08:13:14
08:10:05,08:13:15
07:04:26,08:13:14
07:36:50,08:13:14
07:11:16,08:13:18
07:03:00,08:13:17
07:27:32,08:13:18
07:20:33,08:13:16
07:19:48,08:13:16
08:12:50,08:13:16
08:12:50,08:13:16
07:55:35,08:13:17
07:54:33,08:13:19
07:53:50,08:13:23
07:38:59,08:13:24
07:28:50,08:13:27
08:06:25,08:13:20
07:34:49,08:13:23
07:37:57,08:13:26
07:15:06,08:13:28
07:17:01,08:13:27
07:30:17,08:13:28
08:13:08,08:13:29
07:15:07,08:13:28
08:10:07,08:13:27
07:20:19,08:00:58
07:44:44,08:13:32
07:25:52,08:13:34
08:02:00,08:13:33
07:20:16,08:02:24
07:36:05,08:13:32
07:20:19,08:07:55
07:40:26,08:13:35
07:36:05,08:13:32
07:16:21,08:13:25
07:16:21,08:06:34
08:12:58,08:13:35
07:55:50,08:13:39
07:00:54,08:13:39
07:14:02,08:13:37
07:58:18,08:11:04
07:25:20,08:11:05
08:10:15,08:11:04
07:53:34,08:11:08
08:00:13,08:11:06
08:00:07,08:11:09
08:06:25,08:11:11
07:14:01,08:11:14
07:52:42,08:11:14
07:13:18,08:11:13
07:34:37,08:11:17
07:38:40,08:11:17
07:36:05,08:11:18
08:10:49,08:11:17
07:34:59,08:11:17
07:18:17,08:11:20
07:15:32,08:11:20
08:00:52,08:11:20
07:55:13,08:11:23
07:09:30,08:11:22
07:25:02,08:11:28
07:43:33,08:11:26
07:54:32,08:11:28
08:10:35,08:11:29
07:40:04,08:11:25
08:01:37,08:11:26
07:47:03,08:11:28
07:25:29,08:11:32
07:51:39,08:11:33
07:06:32,08:11:32
07:31:16,08:11:35
07:59:50,08:11:40
07:23:08,08:11:27
07:37:54,08:11:40
08:00:44,08:11:39
07:07:34,08:11:48
07:20:54,08:11:47
07:19:52,08:11:46
07:29:16,08:06:52
07:13:10,08:11:48
07:34:49,08:11:44
08:10:56,08:11:37
07:54:55,08:11:44
07:05:33,08:11:44
07:59:03,08:11:43
08:02:00,08:11:45
07:26:45,08:11:46
08:06:29,08:11:48
07:30:06,08:11:53
08:06:29,08:11:48
07:29:16,08:08:50
07:16:07,08:11:50
08:06:29,08:11:48
08:06:28,08:11:48
07:30:07,08:11:53
07:30:07,08:11:53
07:30:08,08:11:53
07:30:07,08:11:53
07:30:07,08:11:53
07:30:08,08:11:53
07:30:08,08:11:53
07:30:08,08:11:53
07:06:55,07:34:35
07:14:03,07:34:30
07:25:19,07:34:26
07:25:20,07:34:57
07:23:08,07:34:53
07:23:09,07:34:53
07:23:09,07:34:53
07:23:08,07:34:53
07:34:17,07:35:02
07:17:26,07:35:01
07:34:17,07:35:36
07:34:24,07:35:49
07:34:24,07:35:49
07:31:32,07:35:51
07:34:24,07:35:49
07:34:24,07:35:49
07:34:24,07:35:49
07:34:24,07:35:49
07:35:04,07:35:46
07:34:24,07:35:49
07:34:24,07:35:49
07:34:24,07:35:49
07:34:24,07:35:49
07:34:24,07:35:49
07:34:24,07:35:49
07:34:25,07:35:49
07:24:46,07:36:02
07:03:11,07:38:01
07:04:26,07:38:02
07:03:11,07:38:01
07:10:36,07:37:25
07:12:59,07:38:07
07:27:32,07:38:03
07:10:36,07:37:25
07:10:36,07:37:25
07:10:36,07:37:25
07:06:32,07:37:59
07:10:36,07:37:25
07:10:36,07:37:25
07:10:36,07:37:25
07:15:36,07:38:03
07:10:36,07:37:25
07:08:24,07:38:07
07:10:35,07:37:25
07:10:35,07:37:25
07:10:35,07:37:25
07:10:35,07:37:25
07:10:35,07:37:25
07:10:35,07:37:25
07:10:36,07:37:25
07:10:36,07:37:25
07:06:32,07:37:59
07:10:35,07:37:25
07:10:36,07:37:25
07:10:36,07:37:25
07:10:36,07:37:25
07:10:36,07:37:25
07:14:46,07:38:10
07:10:36,07:37:25
07:18:40,07:38:12
07:10:36,07:37:25
07:10:36,07:37:25
07:10:36,07:37:25
07:10:36,07:37:25
07:10:36,07:37:25
07:10:36,07:37:25
07:10:36,07:37:25
07:11:37,07:37:25
08:02:32,08:13:42
07:13:38,08:13:42
08:02:32,08:13:42
07:31:08,07:38:36
07:12:55,07:38:36
07:37:45,07:38:36
07:14:02,07:38:39
07:27:19,07:38:58
07:35:57,07:39:07
07:04:49,07:39:08
07:38:44,07:39:15
07:04:50,07:39:08
07:38:35,07:39:15
07:34:52,07:39:14
07:04:34,07:39:19
07:15:34,07:39:22
07:34:52,07:39:14
07:34:53,07:39:14
07:34:53,07:39:14
07:08:32,07:39:24
07:15:33,07:39:22
07:06:32,07:39:29
07:14:46,07:41:03
07:37:34,07:40:44
07:37:34,07:40:44
07:19:00,07:41:00
07:40:28,07:41:50
07:45:13,07:45:36
07:40:01,07:45:33
07:20:50,07:45:34
07:19:08,07:46:00
07:31:16,07:46:06
07:14:12,07:46:05
07:32:36,07:46:02
07:30:17,07:47:45
07:36:04,07:40:30
07:35:57,07:40:38
07:11:57,07:40:38
07:36:04,07:40:30
07:15:34,07:40:37
07:37:34,07:40:44
07:37:34,07:40:44
07:22:27,07:40:57
07:32:36,07:40:55
