date_start,date_stop,time_start,time_stop,latitude,longitude,amount,cod_received_status,task_status,flow,branch_destination,task_status_label,task_detail_status_label,task_detail_status,weight,branch_origin,task_status_id,task_created_time,task_completed_time,task_assigned_to,task_id,receiver_city
2022-11-01,2022-11-01,11:03:46,17:59:43,-6.662407,106.3414122,111000.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,1.5,CGK,COLF01,2022-11-01 11:03:46 +0700,2022-11-01 17:59:43 +0700,peacefulVenison0,c156d56f5900d5053965,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:46,17:03:23,-6.662407,106.3414122,47490.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,1.0,CGK,COLF01,2022-11-01 11:03:46 +0700,2022-11-01 17:03:23 +0700,peacefulVenison0,06d4a7b70ed4ce5a99da,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:48,14:30:49,-6.6621694,106.3394394,26500.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,0.3,CGK,COLF01,2022-11-01 11:03:48 +0700,2022-11-01 14:30:49 +0700,peacefulVenison0,be2d54b86b22c8657370,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:45,17:45:55,-6.662407,106.3414122,29842.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,0.0,CGK,COLF01,2022-11-01 11:03:45 +0700,2022-11-01 17:45:55 +0700,peacefulVenison0,58937cf4397aca5e0020,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:48,15:39:00,-6.6617872,106.3406764,17900.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,0.05,CGK,COLF01,2022-11-01 11:03:48 +0700,2022-11-01 15:39:00 +0700,peacefulVenison0,6ecb4bb8b57759dc784b,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:46,17:45:55,-6.662407,106.3414122,48258.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,1.51,CGK,COLF01,2022-11-01 11:03:46 +0700,2022-11-01 17:45:55 +0700,peacefulVenison0,d9ce0def1dabfd21aa9d,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,09:31:32,13:14:31,1.7139167,98.8149147,,,done,Delivery,DTB,Success,YANG BERSANGKUTAN,D01,1.0,MES,COLF01,2022-11-01 09:31:32 +0700,2022-11-01 13:14:31 +0700,enragedLlama3,b7f9f3f96def6b866166,"SARUDIK,TAPANULI TEN"
2022-11-01,2022-11-01,11:03:47,17:45:55,-6.662407,106.3414122,21822.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,2.0,CGK,COLF01,2022-11-01 11:03:47 +0700,2022-11-01 17:45:55 +0700,peacefulVenison0,77348eccb32ea1088d42,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:46,19:41:17,-6.6620723,106.3417801,70000.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,0.3,CGK,COLF01,2022-11-01 11:03:46 +0700,2022-11-01 19:41:17 +0700,peacefulVenison0,5bde5722c7e345fe07a5,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:46,15:39:00,-6.6617872,106.3406764,32500.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,0.1,CGK,COLF01,2022-11-01 11:03:46 +0700,2022-11-01 15:39:00 +0700,peacefulVenison0,95eaa5ab2d7614f7695e,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:45,19:36:52,-6.6620723,106.3417801,38400.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,0.85,CGK,COLF01,2022-11-01 11:03:45 +0700,2022-11-01 19:36:52 +0700,peacefulVenison0,2df83f4aad25f402eba8,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:45,17:45:55,-6.662407,106.3414122,23000.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,0.7,CGK,COLF01,2022-11-01 11:03:45 +0700,2022-11-01 17:45:55 +0700,peacefulVenison0,8bf62108a1ca85257913,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:47,17:03:23,-6.662407,106.3414122,57750.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,1.0,CGK,COLF01,2022-11-01 11:03:47 +0700,2022-11-01 17:03:23 +0700,peacefulVenison0,b27301323c272a32d1a0,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:46,17:03:23,-6.662407,106.3414122,113000.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,0.9,CGK,COLF01,2022-11-01 11:03:46 +0700,2022-11-01 17:03:23 +0700,peacefulVenison0,8b7912576b8c4c1ddcf8,"SOBANG ,RANGKASBITUN"
2022-11-01,2022-11-01,11:03:48,17:45:55,-6.662407,106.3414122,19500.0,True,done,Delivery,CLG,Success,YANG BERSANGKUTAN,D01,0.3,CGK,COLF01,2022-11-01 11:03:48 +0700,2022-11-01 17:45:55 +0700,peacefulVenison0,01b009b38a30e0f61b82,"SOBANG ,RANGKASBITUN"
