,date_start,time_start,time_stop,branch_destination,task_detail_status,weight,branch_origin,task_status_id,task_assigned_to,task_id,receiver_city,delivery_time,amount_prediction
718,2022-11-03,07:18:22,08:11:17,8.0,D04,1.0,3.0,COLF01,unhappyMagpie0,e9f9c3cc3e232282c434,"BANYURESMI,GARUT",52.916666666666664,166717.47322158492
719,2022-11-03,08:10:19,08:11:16,35.0,U12,1.0,5.0,COLF02,thrilledRaisins4,4123fa14ad18702b13b2,"CIBINONG,BOGOR",0.95,143766.31050221427
720,2022-11-03,08:05:29,08:11:19,35.0,D04,1.0,0.0,COLF01,needyThrush5,78200e4f51622f4e98e9,"BOGOR UTARA, BOGOR",5.833333333333333,156204.44936671766
721,2022-11-03,07:20:26,08:11:19,8.0,D04,1.0,0.0,COLF01,jubilantPepper8,29a2a7cc0c0d7423cd68,"TAROGONG KALER,GARUT",50.88333333333333,157001.09103557124
722,2022-11-03,07:45:38,08:11:23,20.0,D01,1.0,0.0,COLF01,sorePear1,712d3700982edf8b0f90,"KUNINGAN, KAB KUNING",25.75,176620.178170698
723,2022-11-03,07:59:58,08:11:24,58.0,D01,3.0,0.0,COLF01,pridefulMacaw5,96803e1f4f5cf2181f8f,"JAMANIS , TASIKMALAY",11.433333333333334,177285.10743935767
724,2022-11-03,07:46:34,08:11:24,0.0,U05,3.42,0.0,COLF02,pacifiedWidgeon3,d66c615526b86b1f56da,"PUNGGELAN,BANJARNEGA",24.833333333333332,240579.4632747147
725,2022-11-03,07:16:22,08:11:27,33.0,D05,1.0,26.0,COLF01,guiltyCur3,d8997216bea113f78e7f,BANJARBARU,55.083333333333336,257298.19822872255
727,2022-11-03,07:31:33,08:11:22,20.0,D01,1.0,23.0,COLF01,debonairPoultry4,eaa8f82e80a9bc9d34e9,"KUNINGAN, KAB KUNING",39.81666666666667,201709.6916927771
728,2022-11-03,07:18:22,08:11:17,8.0,D04,1.0,3.0,COLF01,unhappyMagpie0,3bfe5b623bf67af4f559,"BANYURESMI,GARUT",52.916666666666664,166717.47322158492
729,2022-11-03,07:29:47,08:11:20,54.0,D09,1.25,0.0,COLF01,mildBoa2,6f8f895fb5f548fba5a2,"TEBET,JAKARTA SELATA",41.55,170397.71292348177
732,2022-11-03,07:20:27,08:11:19,8.0,D04,1.0,14.0,COLF01,jubilantPepper8,291cd637c0f083c76232,"TAROGONG KALER,GARUT",50.86666666666667,160880.0385981109
733,2022-11-03,07:21:30,08:11:17,8.0,D04,1.0,19.0,COLF01,unhappyMagpie0,8740a3199a8f3a7403b2,"BANYURESMI,GARUT",49.78333333333333,173187.0279144205
735,2022-11-03,07:07:19,08:11:24,47.0,D01,4.0,0.0,COLF01,decimalZebra7,4f2fc723b63faca639cb,"CIBITUNG,CIKARANG",64.08333333333334,258092.51742702856
736,2022-11-03,07:16:22,08:11:27,33.0,D05,0.15,0.0,COLF01,guiltyCur3,60fda3a42159c869f9fd,"BANJAR BARU SELATAN,",55.083333333333336,59572.61390962693
737,2022-11-03,08:01:58,08:02:58,8.0,U05,3.0,21.0,COLF02,offendedCardinal6,a2f6416ff493ff6f6ad4,"CIKALONGKULON, CIANJ",1.0000000000000002,149219.21347542971
738,2022-11-03,07:34:03,08:03:03,26.0,D01,1.0,0.0,COLF01,outlyingBittern1,6bdde86ccf92cd560161,"SANGKUB,BOROKO",29.0,214022.02527101865
739,2022-11-03,07:51:15,08:03:42,35.0,U12,1.0,14.0,COLF02,anxiousCamel4,43f3df549e22d18e90a4,"TANAH SEREAL, BOGOR",12.45,274163.6535004414
740,2022-11-03,07:51:15,08:03:42,35.0,U12,0.5,0.0,COLF02,anxiousCamel4,88514cedbbe2ecd3c43b,"TANAH SEREAL, BOGOR",12.45,360939.57375707803
741,2022-11-03,07:05:34,08:03:47,18.0,D01,1.0,4.0,COLF01,lazyOwl2,b02838c7c6c899a2970e,"PAKIS,KABUPATEN MALA",58.21666666666667,98839.98617184711
742,2022-11-03,07:51:15,08:03:42,35.0,U12,0.75,0.0,COLF02,anxiousCamel4,3128d37f6d2e76ad27de,"TANAH SEREAL, BOGOR",12.45,282180.74634665623
744,2022-11-03,07:26:16,08:03:58,41.0,D10,6.25,0.0,COLF01,gutturalCheese2,14c3143b48b2c85b1d15,KADIA KOTAKENDARI,37.7,235297.6428315781
745,2022-11-03,07:36:45,08:02:48,27.0,D10,1.0,18.0,COLF01,thrilledLlama4,2f7edfec7732c9bcb561,"KOTA LAMA,KUPANG",26.05,122010.15565472688
746,2022-11-03,07:14:11,08:03:32,40.0,D10,0.94,0.0,COLF01,shyFerret1,ef75c5d6207839f46eb5,"MERAUKE,MERAUKE",49.35,384543.05666726077
747,2022-11-03,07:29:40,08:03:30,3.0,U12,1.0,8.0,COLF02,grudgingPaella6,7c2892adcfc18d4c8dad,"PURWAKARTA, CILEGON",33.833333333333336,134051.96019480244
748,2022-11-03,07:06:57,08:04:49,35.0,D09,3.0,0.0,COLF01,aloofDinosaur6,f23e4bb753928912ce46,"CILEUNGSI,KAB.BOGOR",57.86666666666667,290437.17935416085
749,2022-11-03,07:55:16,08:04:46,16.0,D04,1.0,0.0,COLF01,pacifiedCoconut5,a48fcb1af36a2467a65b,"NATAR,  KAB.LAMPUNG",9.5,176811.1067721621
750,2022-11-03,07:19:05,08:04:37,34.0,U12,1.0,0.0,COLF02,cautiousUnicorn6,5ca75df1ba13ad6add4d,"PANGKAL BALAM,PANGKA",45.53333333333333,154729.18656570316
751,2022-11-03,08:01:38,08:05:56,38.0,D01,11.05,0.0,COLF01,amusedSyrup5,9b1b8d555bf40dc06c1e,"SELONG,KAB.LOMBOK TI",4.3,196183.15215867828
752,2022-11-03,07:28:43,08:06:00,29.0,D01,1.0,20.0,COLF01,offendedOryx0,284ed2d8a63255eeedf8,"TUBAN,KAB.TUBAN",37.28333333333333,176589.8111081264
753,2022-11-03,07:17:29,08:05:55,52.0,D01,1.0,8.0,COLF01,peskyIcecream0,478b18d61e420a3b55a8,"BEKASI TIMUR, BEKASI",48.43333333333333,177046.27359330785
754,2022-11-03,07:04:48,08:05:57,0.0,D04,0.6,0.0,COLF01,shamefulPear8,a9d4266c64395edd60a2,"KENDAL,KAB.KENDAL",61.150000000000006,68334.82998996555
755,2022-11-03,08:01:38,08:05:56,38.0,D01,3.77,0.0,COLF01,amusedSyrup5,c77a86bc1d30c1575d48,"SELONG,KAB.LOMBOK TI",4.3,246041.1845608581
756,2022-11-03,07:19:30,08:06:02,43.0,D02,1.0,3.0,COLF01,crushedHeron9,c0ca0df942b733274b3a,"DIWEK,KAB. JOMBANG",46.53333333333333,214384.8477567136
757,2022-11-03,07:19:07,08:06:01,34.0,U12,0.26,0.0,COLF02,cautiousUnicorn6,0292260c1322ef9481a9,"PANGKAL BALAM,PANGKA",46.9,78224.10856171018
758,2022-11-03,07:20:39,08:06:01,33.0,D01,1.0,1.0,COLF01,amazedCod9,05da8545d7f4429c5bc5,"BANJAR BARU UTARA,BA",45.36666666666667,197757.41511580316
759,2022-11-03,08:04:54,08:07:31,28.0,U12,0.4,0.0,COLF02,mellowEggs0,9bc9f27f7806e5ae29bb,"ILIR BARAT I, PALEMB",2.6166666666666667,97457.95429414345
760,2022-11-03,08:04:54,08:07:31,28.0,U12,6.0,0.0,COLF02,mellowEggs0,4f2ebec0493e85f342d8,"BUKIT KECIL,PALEMBAN",2.6166666666666667,73254.62777210707
761,2022-11-03,08:04:54,08:07:31,28.0,U12,4.4,0.0,COLF02,mellowEggs0,8fee743abb3cc8e3d97d,"ILIR BARAT I, PALEMB",2.6166666666666667,401264.0065677699
762,2022-11-03,07:22:50,08:07:58,27.0,D10,10.0,0.0,COLF01,needyDotterel6,e18c365e825b47feed0f,"MAULAFA,KUPANG",45.13333333333333,758140.5448705559
763,2022-11-03,08:07:17,08:07:57,42.0,D01,1.0,6.0,COLF01,mellowApples0,a6c4cb5eb9d2eb5db89c,"RAPPOCINI,MAKASSAR",0.6666666666666666,185605.293930957
766,2022-11-03,07:15:20,08:08:03,38.0,D10,3.3,0.0,COLF01,outlyingOtter8,53a83e05d62c2d389f2b,"CAKRANEGARA, MATARAM",52.71666666666667,273049.8798845604
767,2022-11-03,08:06:17,08:08:07,34.0,D01,0.05,0.0,COLF01,gloomyEagle2,79aa5d062bff2d251aa5,"RANGKUI,PANGKALPINAN",1.8333333333333333,29972.57428313796
769,2022-11-03,07:09:54,08:07:43,20.0,D09,0.75,0.0,COLF01,offendedMacaw7,cd83bfaada556d3fd4fa,"JALAKSANA,KUNINGAN",57.81666666666667,122799.07544429465
773,2022-11-03,08:04:54,08:07:31,28.0,U12,0.3,0.0,COLF02,mellowEggs0,260fde6045f7a796b9e6,"ILIR BARAT I, PALEMB",2.6166666666666667,80100.66704564988
774,2022-11-03,08:04:54,08:07:31,28.0,U12,0.18,0.0,COLF02,mellowEggs0,268e544df52c2d2cd1e3,"SUKARAMI, PALEMBANG",2.6166666666666667,230131.62148671917
776,2022-11-03,08:04:54,08:07:31,28.0,U12,7.0,0.0,COLF02,mellowEggs0,3674e7681bfd9b1208b8,"ILIR BARAT I, PALEMB",2.6166666666666667,296118.37855846854
777,2022-11-03,08:04:54,08:07:31,28.0,U12,2.67,0.0,COLF02,mellowEggs0,88c62648e4144c250304,"ILIR BARAT I, PALEMB",2.6166666666666667,321268.2545337905
778,2022-11-03,07:29:47,08:07:48,54.0,D09,5.0,0.0,COLF01,mildBoa2,027853051d835e4883c9,"TEBET,JAKARTA SELATA",38.016666666666666,203594.70785685309
780,2022-11-03,08:04:53,08:07:31,28.0,U12,1.0,14.0,COLF02,mellowEggs0,a1b95d5deebd578268ec,"ILIR BARAT I, PALEMB",2.6333333333333333,199614.0923541529
781,2022-11-03,07:28:43,08:07:44,29.0,D01,1.0,7.0,COLF01,offendedOryx0,00e0fd920f4c472323e2,"TUBAN,KAB.TUBAN",39.016666666666666,196902.97395300498
782,2022-11-03,08:04:54,08:07:31,28.0,U12,1.0,0.0,COLF02,mellowEggs0,f40a29a87cc50fdd967a,"ILIR BARAT I, PALEMB",2.6166666666666667,211597.87520886128
783,2022-11-03,08:04:54,08:07:31,28.0,U12,1.0,0.0,COLF02,mellowEggs0,c1452cf61fabe3fec277,"ILIR BARAT I, PALEMB",2.6166666666666667,211597.87520886128
784,2022-11-03,08:04:54,08:07:31,28.0,U12,0.25,0.0,COLF02,mellowEggs0,36a8e4f1e3057d1f1fa7,"ILIR BARAT I, PALEMB",2.6166666666666667,80100.66704564988
785,2022-11-03,08:04:54,08:07:31,28.0,U12,0.225,0.0,COLF02,mellowEggs0,15276702da1721463f73,"ILIR BARAT I, PALEMB",2.6166666666666667,80563.43590748601
786,2022-11-03,08:04:54,08:07:31,28.0,U12,3.0,0.0,COLF02,mellowEggs0,42c9000f6754c2ff22d2,"ILIR BARAT I, PALEMB",2.6166666666666667,321268.2545337905
787,2022-11-03,08:04:54,08:07:31,28.0,U12,0.3,0.0,COLF02,mellowEggs0,87ded2556f3300ab4052,"ILIR BARAT I, PALEMB",2.6166666666666667,80100.66704564988
788,2022-11-03,07:53:45,08:07:49,16.0,D04,11.9,0.0,COLF01,culturedVenison6,ca634bbec0a00f336bdc,"PRINGSEWU, PRINGSEWU",14.066666666666666,634376.1485854832
790,2022-11-03,07:11:22,08:07:52,35.0,D01,2.0,0.0,COLF01,puzzledBoa1,3489ef423cb10419dca8,"BOGOR TENGAH, BOGOR",56.5,179783.65286007867
792,2022-11-03,08:04:54,08:07:31,28.0,U12,1.3,0.0,COLF02,mellowEggs0,0554c41cac3631bc5bec,"ILIR BARAT I, PALEMB",2.6166666666666667,209613.6844213384
793,2022-11-03,08:04:54,08:07:31,28.0,U12,0.15,0.0,COLF02,mellowEggs0,d4bc8a2c7af19bf646d7,"ILIR BARAT I, PALEMB",2.6166666666666667,62617.10234220382
794,2022-11-03,08:05:34,08:08:07,28.0,U12,6.08,0.0,COLF02,grizzledCheese5,4a35d3b215f475b164a3,"SEMATANG BORANG, PAL",2.55,292330.56681297556
795,2022-11-03,07:27:39,08:08:11,39.0,D01,0.3,0.0,COLF01,sheepishCoconut1,021d79df14fa0e910c5a,"DENPASAR TIMUR,DENPA",40.53333333333333,125099.10129389653
796,2022-11-03,07:47:06,08:01:04,54.0,D04,1.0,8.0,COLF01,ardentMoth2,48bd33fd702f25b14e8e,"GAMBIR ,JAKARTA PUSA",13.966666666666667,195585.56986566857
797,2022-11-03,07:06:32,08:01:01,39.0,D01,0.2,0.0,COLF01,pleasedBustard0,e5a4e318ef185c7073f5,"DENPASAR SELATAN,DEN",54.483333333333334,88524.70446158368
798,2022-11-03,07:43:56,08:00:59,43.0,U12,0.03,0.0,COLF02,vengefulZebra5,93e6d414d1404e27ca87,"TANJUNGANOM,KAB. NGA",17.05,28050.74666023825
799,2022-11-03,07:23:02,08:01:16,35.0,D01,1.0,0.0,COLF01,superiorSnipe9,d857767555933aa84011,"BOJONG GEDE,KAB.BOGO",38.233333333333334,179037.87562746956
800,2022-11-03,07:03:00,08:01:42,23.0,D09,1.7,0.0,COLF01,dreadfulIcecream8,23f6c9070a198ba764bd,"BALIKPAPAN SELATAN,",58.7,291871.3831962369
801,2022-11-03,08:00:29,08:01:39,38.0,D09,97.5,0.0,COLF01,finickyCaribou0,1c7b36b02e277cda43e5,SELAPARANG KOTAMATAR,1.1666666666666667,1494802.1882033022
802,2022-11-03,07:11:09,08:01:39,28.0,D01,10.0,0.0,COLF01,trustingChamois6,c74331ea9de7cbf8a09d,"MUARAENIM,KAB.MUARAE",50.5,302494.6426097928
803,2022-11-03,07:34:43,08:01:44,32.0,D01,2.0,9.0,COLF01,adoringGarlic1,3301bd676dd0504157e3,"AMAHAI,MASOHI",27.016666666666666,347933.8028067234
804,2022-11-03,07:28:39,08:01:45,45.0,D01,4.0,0.0,COLF01,sadLollies0,3107ed1258fdc1b22c20,"PURWOREJO, PASURUAN",33.1,106091.44183414619
805,2022-11-03,07:43:56,08:01:52,43.0,U12,0.2,0.0,COLF02,vengefulZebra5,0b6ab740014a95c59306,"TANJUNGANOM,KAB. NGA",17.933333333333334,30362.825775921967
807,2022-11-03,07:23:22,08:01:55,20.0,D01,1.0,5.0,COLF01,shyTomatoe6,9438acd4f7cea192a004,"PALASAH,MAJALENGKA",38.55,171653.4827210215
808,2022-11-03,07:17:29,08:01:49,52.0,D01,1.0,14.0,COLF01,peskyIcecream0,51cb2cf5488841999235,"BEKASI TIMUR, BEKASI",44.333333333333336,189215.7275624012
809,2022-11-03,07:38:00,08:01:52,35.0,D10,1.0,0.0,COLF01,cockyBasmati4,921ff48b633794da83ff,"BOGOR TENGAH, BOGOR",23.866666666666667,188740.53918243648
810,2022-11-03,07:41:58,08:01:50,54.0,D04,0.01,0.0,COLF01,stressedPonie9,e01495ed4962f4837f37,"CENGKARENG ,JAKARTA",19.866666666666667,35576.75603779787
811,2022-11-03,07:13:15,08:01:52,38.0,D09,1.0,22.0,COLF01,cautiousBaboon3,9918ddabf61a8539e025,"RASANAE BARAT, BIMA",48.61666666666667,270920.30349140544
812,2022-11-03,08:01:25,08:01:58,35.0,D10,58.29,0.0,COLF01,madBustard9,85e220ce5935aae24c64,"CIGOMBONG,KAB.BOGOR",0.55,923398.2200955504
813,2022-11-03,07:20:09,08:01:58,54.0,D09,4.2,0.0,COLF01,gloomyMallard5,35cd80b7a3d57cc8129d,"TEBET,JAKARTA SELATA",41.81666666666667,205679.84386645776
814,2022-11-03,07:11:22,08:02:25,35.0,D01,1.46,0.0,COLF01,puzzledBoa1,88097c8a43c344144602,"BOGOR TENGAH, BOGOR",51.05,177359.00572819935
815,2022-11-03,07:23:46,08:02:25,0.0,D02,4.0,0.0,COLF01,murkyEggs4,1caf60bc1fdb4c75f38a,"KAJEN,KAB.PEKALONGAN",38.65,177713.3790859295
816,2022-11-03,07:48:37,08:02:29,23.0,D04,0.05,0.0,COLF01,morbidTermite0,fe43a002a4bee98bb5a0,"BALIKPAPAN KOTA,BALI",13.866666666666667,44548.07606330354
817,2022-11-03,07:48:08,08:02:30,0.0,D01,1.0,12.0,COLF01,ashamedLapwing6,095c289560c54a066c38,"PURWODADI,KAB.GROBOG",14.366666666666667,124396.56304482713
818,2022-11-03,07:29:38,08:01:01,3.0,U01,0.52,0.0,COLF02,grudgingPaella6,e63c61bdf3c8efc48fa6,"PURWAKARTA, CILEGON",31.383333333333336,59784.59698560222
819,2022-11-03,07:20:41,08:00:55,0.0,D01,30.0,0.0,COLF01,offendedMagpie6,e675aa8c02c2e0e7420d,"COMAL,PEMALANG",40.233333333333334,590707.1247310094
820,2022-11-03,07:35:39,08:01:01,18.0,D01,10.2,0.0,COLF01,awedApricots4,3153c955e3780d8566e0,"SANANWETAN,BLITAR",25.366666666666667,565624.9435877211
822,2022-11-03,07:08:39,08:01:18,48.0,D01,0.36,0.0,COLF01,pacifiedMagpie3,e6a23be7920f5b3f7f15,"CIPONDOH , TANGERANG",52.65,129707.85779678906
823,2022-11-03,07:48:08,08:01:15,0.0,D09,1.6,0.0,COLF01,ashamedLapwing6,27597d6eedc2b0bcb7a5,"PURWODADI,KAB.GROBOG",13.116666666666667,105699.78644067109
824,2022-11-03,07:49:26,08:01:21,35.0,U12,2.0,3.0,COLF02,gloomyMare1,97b59c29c5f85a9c5cd7,"BOGOR TENGAH, BOGOR",11.916666666666666,203492.10487787763
825,2022-11-03,07:59:49,08:01:21,28.0,U12,1.0,4.0,COLF02,amazedSwift1,49f9013110127a355edc,"BUKIT KECIL,PALEMBAN",1.5333333333333334,26500.509202730005
826,2022-11-03,07:18:23,08:01:23,35.0,D06,0.26,0.0,COLF01,sincereWhiting9,ae6dde77fb2f6f8e0744,"BOGOR UTARA, BOGOR",43.0,79660.3274205463
827,2022-11-03,07:36:59,08:01:22,43.0,D10,1.0,0.0,COLF01,excludedSheep4,b602b925656699952fe5,"MAGERSARI,MOJOKERTO",24.383333333333333,213704.10227579233
829,2022-11-03,07:41:37,08:01:26,46.0,D01,20.0,0.0,COLF01,unhappyGranola5,392ad9751ee8cffad4ae,"TARAKAN TENGAH, TARA",19.816666666666666,1616949.3967656624
830,2022-11-03,07:33:56,08:01:22,35.0,U12,1.0,0.0,COLF02,sugaryCrackers2,33dbebc7303670329c97,"CIBINONG,BOGOR",27.433333333333334,185078.58461130032
831,2022-11-03,07:16:11,08:01:33,0.0,D09,1.0,0.0,COLF01,decimalOil1,b94fb02f3c40c692927d,"KENDAL,KAB.KENDAL",45.36666666666667,130741.01252398865
832,2022-11-03,07:36:59,08:01:22,43.0,D10,1.0,7.0,COLF01,excludedSheep4,f1e011b0185ebaf5a649,"MAGERSARI,MOJOKERTO",24.383333333333333,216393.6810939897
833,2022-11-03,07:32:58,08:01:33,27.0,D01,0.6,0.0,COLF01,lazyRhino5,96d7472d63b7f9a88c61,"WAINGAPU,KAB.SUMBA T",28.583333333333332,129510.28121838272
834,2022-11-03,07:57:04,08:01:35,28.0,U12,0.49,0.0,COLF02,alertEggs8,72fe606055d417601552,"TANAH ABANG,MUARA EN",4.516666666666667,125305.60576165728
835,2022-11-03,07:48:37,08:01:33,23.0,D04,1.0,14.0,COLF01,morbidTermite0,f752e4653fc78fdea001,BALIKPAPAN,12.933333333333334,210041.03456179483
836,2022-11-03,07:15:00,08:01:36,35.0,D09,12.0,0.0,COLF01,curiousGarlic7,00351ae43df75bb00197,"BOJONG GEDE,KAB.BOGO",46.6,182966.12383612213
837,2022-11-03,08:00:59,08:01:33,42.0,D01,1.0,0.0,COLF01,mellowApples0,4d79fb5773b6a0cd0521,"MARUSU,MAROS",0.5666666666666667,169775.27775307946
839,2022-11-03,07:35:07,08:01:37,48.0,D01,1.0,16.0,COLF01,eagerSmelt1,7c0dc87f3ec6a89aa0d0,"CILEDUG, TANGERANG",26.5,200849.4663233428
840,2022-11-03,07:45:09,08:01:54,48.0,U05,1.0,14.0,COLF02,offendedBaboon5,ad92f699ff9111621fae,"SETU,TANGERANG SEL.",16.750000000000004,183363.79806833592
841,2022-11-03,07:26:52,08:02:01,14.0,D01,1.2,0.0,COLF01,dejectedKitten0,66faff93d92e28979163,"WONOGIRI,KAB.WONOGIR",35.15,167840.83628119735
842,2022-11-03,07:39:08,08:02:03,50.0,D01,60.0,0.0,COLF01,betrayedBagels0,f0d49214b07151e476e5,PALANGKARAYA,22.916666666666668,2230565.8694330305
843,2022-11-03,07:05:38,08:02:06,27.0,D10,1.0,18.0,COLF01,shyCockatoo0,e0081dce72410c8cd98e,"KOTA RAJA,KUPANG",56.46666666666667,112695.40141243892
844,2022-11-03,07:15:20,08:02:11,38.0,D01,12.0,14.0,COLF01,outlyingOtter8,d028848bc8e97b78464b,"CAKRANEGARA, MATARAM",46.85,235609.80733869274
845,2022-11-03,07:20:20,08:02:13,47.0,D10,3.05,0.0,COLF01,shyChamois4,c70d219c55724cc7e997,"CIKARANG PUSAT ,CIKA",41.88333333333333,229645.95242028267
846,2022-11-03,07:15:21,08:02:11,38.0,D01,12.0,14.0,COLF01,outlyingOtter8,7adcc8de73a9bbebaf71,"CAKRANEGARA, MATARAM",46.833333333333336,235609.80733869274
847,2022-11-03,07:15:20,08:02:11,38.0,D01,12.0,14.0,COLF01,outlyingOtter8,cf08605ae4a6da82d54f,"CAKRANEGARA, MATARAM",46.85,235609.80733869274
848,2022-11-03,07:35:34,08:02:17,54.0,D10,3.0,0.0,COLF01,mereSheep3,d839821102a67e654651,"SETIABUDI ,JAKARTA S",26.716666666666665,221002.67293518732
849,2022-11-03,07:06:28,08:02:26,52.0,D01,1.0,0.0,COLF01,hushedPiglet1,957c86ec5b358a13b685,"PONDOK MELATI, BEKAS",55.96666666666667,192193.7858117916
850,2022-11-03,07:42:41,08:02:20,21.0,D01,16.26,0.0,COLF01,dejectedQuiche8,1b1edb515e4a78293e13,"SLAWI,KAB.TEGAL",19.65,1703741.462827434
851,2022-11-03,07:05:36,08:02:18,18.0,D01,1.0,16.0,COLF01,lazyOwl2,9cf1e244b19b83171f80,"KEDUNGKANDANG,MALANG",56.7,76020.6012164994
852,2022-11-03,08:00:19,08:02:16,35.0,U12,7.2,0.0,COLF02,ferventVenison1,12311c18a21e8f68a5d1,"BOGOR BARAT, BOGOR",1.9500000000000002,187108.51582135377
853,2022-11-03,07:23:43,08:02:17,39.0,D01,0.2,0.0,COLF01,guiltyMeerkat4,335075312be8d5e43b9e,"DENPASAR SELATAN,DEN",38.56666666666667,88524.70446158368
854,2022-11-03,08:00:19,08:02:16,35.0,U12,5.43,0.0,COLF02,ferventVenison1,b5555d28464eec79294b,"DRAMAGA,KAB.BOGOR",1.9500000000000002,227047.62310889972
855,2022-11-03,07:52:16,08:02:33,45.0,U12,0.03,1.0,COLF02,ashamedCheetah6,3f61d101d72cbba9877e,"PRIGEN, PASURUAN",10.283333333333333,92037.54969347833
857,2022-11-03,07:41:16,08:07:01,51.0,D09,13.8,4.0,COLF01,cynicalWidgeon8,e60e3a3a129ef4e6926c,"BATU AJI,BATAM",25.75,1191295.60677585
859,2022-11-03,07:18:21,08:07:06,42.0,D01,0.42,0.0,COLF01,sincereCaribou3,6f2de25afc87430304af,"AWANGPONE,WATAMPONE",48.75,154469.08510649393
860,2022-11-03,07:23:08,08:07:05,7.0,D02,0.19,0.0,COLF01,jealousRuffs1,a39676127f699271e47d,"MARPOYAN DAMAI, PEKA",43.95,48714.195491259336
861,2022-11-03,07:37:56,08:07:03,48.0,U11,10.0,17.0,COLF02,solemnLizard6,c937215411f71b650fdb,"PONDOK AREN, TANGERA",29.116666666666667,92937.28185699518
862,2022-11-03,07:52:39,08:07:05,18.0,D01,0.13,0.0,COLF01,humorousMandrill0,1cc59aac26cf22f41d8c,"BLIMBING,MALANG",14.433333333333334,48865.557532943065
863,2022-11-03,07:12:02,08:07:02,38.0,D01,0.5,3.0,COLF01,giddyEland6,616361e740012d838334,"GUNUNG SARI, LOMBOK",55.0,140230.8377671123
864,2022-11-03,07:23:41,08:07:08,39.0,D02,1.0,0.0,COLF01,guiltyMeerkat4,e128a33928ce36b5ad4d,"SANUR,KUTA",43.45,220752.018777444
865,2022-11-03,07:05:35,08:07:08,18.0,D01,1.0,0.0,COLF01,lazyOwl2,d50f922179d32dfb6ce7,"PAKIS,KABUPATEN MALA",61.550000000000004,137109.5354271913
866,2022-11-03,07:48:37,08:07:08,23.0,D04,0.45,0.0,COLF01,morbidTermite0,4449d8b73f72f5a58ada,"BALIKPAPAN KOTA,BALI",18.516666666666666,109033.57512715648
867,2022-11-03,07:06:47,07:49:11,16.0,D01,1.0,11.0,COLF01,dejectedCurlew2,64d7628e768f47880759,"GISTING,TANGGAMUS",42.4,154865.10816460187
868,2022-11-03,07:15:00,08:07:09,35.0,D01,10.0,0.0,COLF01,curiousGarlic7,89d8a0ed62ed601ed9db,"BOJONG GEDE,KAB.BOGO",52.15,156962.17410811153
869,2022-11-03,07:06:47,07:53:14,16.0,D01,0.04,0.0,COLF01,dejectedCurlew2,27b43e11dd97e1206e50,"GISTING,TANGGAMUS",46.45,45543.6722348404
870,2022-11-03,07:28:31,08:07:15,30.0,D10,2.4,0.0,COLF01,vengefulLion2,700a8606a43f57da7d09,"ABEPURA,JAYAPURA",38.733333333333334,419687.01323158084
871,2022-11-03,07:55:26,08:07:13,35.0,U12,0.05,0.0,COLF02,insecurePup3,d2c90ee5ad71a8988c87,"TANAH SEREAL, BOGOR",11.783333333333333,101585.22726682511
872,2022-11-03,07:08:19,08:07:14,35.0,D04,6.0,0.0,COLF01,peacefulWigeon2,be3c08695bc8280f627d,"CIBINONG,BOGOR",58.916666666666664,175535.52662936357
873,2022-11-03,08:05:58,08:07:14,35.0,U12,1.0,19.0,COLF02,boredPepper9,14df8d43930e36a79fff,"BOGOR TIMUR, BOGOR",1.2666666666666666,181359.3753112914
874,2022-11-03,07:17:29,08:07:18,52.0,D09,1.0,1.0,COLF01,peskyIcecream0,b850a5657be5308f870a,"BEKASI TIMUR, BEKASI",49.81666666666667,156190.58732824944
875,2022-11-03,07:35:20,08:07:18,27.0,D10,4.5,18.0,COLF01,bubblyMagpie4,d2e946c3abc76c33485b,"KELAPA LIMA,KUPANG",31.966666666666672,361908.26671012025
876,2022-11-03,07:35:20,08:07:18,27.0,D10,1.0,18.0,COLF01,bubblyMagpie4,ababcffe2f8296ef37b6,"OEBOBO,KUPANG",31.966666666666672,399290.7748296655
877,2022-11-03,07:34:09,08:07:21,47.0,D04,4.0,0.0,COLF01,culturedLapwing2,83c41aed4c3ad6788fde,"TAMBUN SELATAN,CIKAR",33.2,81267.43913404227
878,2022-11-03,07:29:36,08:03:03,23.0,D04,1.0,0.0,COLF01,morbidFlamingo7,490f8d89143d3ac034c5,"BALIKPAPAN TENGAH, B",33.45,208203.8432094186
880,2022-11-03,07:11:21,08:03:00,35.0,D01,2.0,23.0,COLF01,puzzledBoa1,6a193541ac68fa3ed83c,"BOGOR TENGAH, BOGOR",51.65,276640.05541029084
881,2022-11-03,07:57:04,08:03:06,28.0,U12,2.0,0.0,COLF02,alertEggs8,11ffd6c02e8dd0c6e038,ABAB ( PENUKAL ABAB,6.033333333333333,335091.0699816183
882,2022-11-03,07:35:19,08:03:17,27.0,D01,1.0,19.0,COLF01,bubblyMagpie4,e49eea270c19ad4a9028,"KELAPA LIMA,KUPANG",27.966666666666665,215390.7791227851
883,2022-11-03,07:14:59,08:04:02,35.0,D09,5.0,14.0,COLF01,curiousGarlic7,c95adc21dff7b6ddd3f9,"BOJONG GEDE,KAB.BOGO",49.05,221599.9631117637
884,2022-11-03,07:57:24,08:04:01,0.0,U12,1.13,0.0,COLF02,troubledCrane5,c0cddaa05ed3361bed12,"BRINGIN, SALATIGA",6.616666666666666,80487.62193532794
